"","Collection.date","pango_lineage","n","freq","movavg","ShortLin"
"1",2023-01-23,"XBB.1.5",67,69.07,58.92,"XBB"
"2",2023-02-13,"XBB.1.5",40,67.8,58.24,"XBB"
"3",2023-02-21,"XBB.1.5",35,67.31,61.94,"XBB"
"4",2023-02-20,"XBB.1.5",33,66,63.04,"XBB"
"5",2023-02-14,"XBB.1.5",35,64.81,63.14,"XBB"
"6",2023-01-30,"XBB.1.5",39,61.9,53.72,"XBB"
"7",2023-01-24,"XBB.1.5",45,61.64,60.79,"XBB"
"8",2023-02-04,"XBB.1.5",40,61.54,58.12,"XBB"
"9",2023-02-01,"XBB.1.5",38,61.29,55.28,"XBB"
"10",2023-01-26,"XBB.1.5",44,60.27,54.27,"XBB"
"11",2023-02-16,"XBB.1.5",29,59.18,53.37,"XBB"
"12",2023-02-06,"XBB.1.5",46,57.5,55.94,"XBB"
"13",2023-02-05,"XBB.1.5",33,56.9,58.65,"XBB"
"14",2023-02-15,"XBB.1.5",25,56.82,60.27,"XBB"
"15",2023-02-24,"XBB.1.5",22,56.41,51.4,"XBB"
"16",2023-02-03,"XBB.1.5",33,55.93,57.01,"XBB"
"17",2023-02-19,"XBB.1.5",24,55.81,52.83,"XBB"
"18",2023-02-08,"XBB.1.5",39,54.93,50.74,"XBB"
"19",2023-02-02,"XBB.1.5",30,53.57,56.93,"XBB"
"20",2023-02-07,"XBB.1.5",39,53.42,55.28,"XBB"
"21",2023-02-23,"XBB.1.5",20,52.63,53.85,"XBB"
"22",2023-01-28,"XBB.1.5",31,52.54,50.57,"XBB"
"23",2023-02-22,"XBB.1.5",21,52.5,57.48,"XBB"
"24",2023-01-21,"XBB.1.5",42,51.85,49.51,"XBB"
"25",2023-01-25,"XBB.1.5",31,51.67,57.86,"XBB"
"26",2023-02-26,"XBB.1.5",19,51.35,49.22,"XBB"
"27",2023-02-27,"XBB.1.5",22,51.16,49.49,"XBB"
"28",2023-01-31,"XBB.1.5",26,50.98,58.06,"XBB"
"29",2023-01-27,"XBB.1.5",29,50.88,54.56,"XBB"
"30",2023-01-20,"XBB.1.5",41,50.62,48.92,"XBB"
"31",2023-03-01,"XBB.1.5",21,50,42.74,"XBB"
"32",2023-03-09,"XBB.1.5",16,48.48,44.31,"XBB"
"33",2023-01-09,"XBB.1.5",46,48.42,36.74,"XBB"
"34",2023-03-27,"XBB.1.5",15,48.39,32.94,"XBB"
"35",2023-01-29,"XBB.1.5",28,48.28,54.24,"XBB"
"36",2023-02-11,"XBB.1.5",30,47.62,43.49,"XBB"
"37",2022-12-31,"XBB.1.5",34,46.58,38.67,"XBB"
"38",2023-01-22,"XBB.1.5",35,46.05,55.66,"XBB"
"39",2023-02-28,"XBB.1.5",17,45.95,49.04,"XBB"
"40",2023-03-07,"XBB.1.5",16,45.71,45.34,"XBB"
"41",2023-02-25,"XBB.1.5",14,45.16,50.97,"XBB"
"42",2023-03-06,"XBB.1.5",14,45.16,42.79,"XBB"
"43",2023-03-08,"XBB.1.5",14,45.16,46.45,"XBB"
"44",2023-03-13,"XBB.1.5",18,45,35.32,"XBB"
"45",2023-01-19,"XBB.1.5",35,44.3,44.66,"XBB"
"46",2023-02-17,"XBB.1.5",15,44.12,46.66,"XBB"
"47",2023-02-09,"XBB.1.5",25,43.86,46.51,"XBB"
"48",2023-01-02,"XBB.1.5",62,42.76,35.33,"XBB"
"49",2023-02-12,"XBB.1.5",24,42.11,52.51,"XBB"
"50",2023-01-17,"XBB.1.5",29,42.03,40.36,"XBB"
"51",2023-03-11,"XBB.1.5",13,41.94,34.65,"XBB"
"52",2023-03-20,"XBB.1.5",18,41.86,30.33,"XBB"
"53",2023-02-10,"XBB.1.5",22,40.74,44.07,"XBB"
"54",2022-12-30,"XBB.1.5",28,40.58,37.83,"XBB"
"55",2023-01-16,"XBB.1.5",28,40,39.9,"XBB"
"56",2023-03-16,"XBB.1.5",14,40,28.67,"XBB"
"57",2023-03-10,"XBB.1.5",11,39.29,43.24,"XBB"
"58",2023-01-18,"XBB.1.5",25,39.06,41.8,"XBB"
"59",2023-01-12,"XBB.1.5",31,38.27,35.95,"XBB"
"60",2023-03-14,"XBB.1.5",13,38.24,37.75,"XBB"
"61",2023-01-14,"XBB.1.5",29,38.16,37.36,"XBB"
"62",2023-01-10,"XBB.1.5",29,37.66,39.8,"XBB"
"63",2023-01-15,"XBB.1.5",29,37.66,38.61,"XBB"
"64",2023-03-05,"XBB.1.5",12,37.5,38.66,"XBB"
"65",2023-02-18,"XBB.1.5",11,36.67,45.53,"XBB"
"66",2023-01-13,"XBB.1.5",29,36.25,37.56,"XBB"
"67",2023-04-12,"XBB.1.5",10,35.71,30.34,"XBB"
"68",2022-12-27,"XBB.1.5",22,35.48,NA,"XBB"
"69",2023-01-04,"XBB.1.5",36,35.29,33.89,"XBB"
"70",2023-04-11,"XBB.1.5",10,34.48,30.64,"XBB"
"71",2023-01-03,"XBB.1.5",33,34.38,37.48,"XBB"
"72",2023-01-07,"XBB.1.5",35,33.98,28.43,"XBB"
"73",2023-01-11,"XBB.1.5",24,33.33,36.42,"XBB"
"74",2023-03-04,"XBB.1.5",10,33.33,34.03,"XBB"
"75",2023-03-02,"XBB.1.5",10,32.26,37.84,"XBB"
"76",2023-04-03,"XBB.1.5",9,32.14,26.82,"XBB"
"77",2023-01-05,"XBB.1.5",32,32,31.49,"XBB"
"78",2023-03-24,"XBB.1.5",11,31.43,29.4,"XBB"
"79",2023-03-03,"XBB.1.5",10,31.25,32.28,"XBB"
"80",2023-03-28,"XBB.1.5",7,30.43,34.61,"XBB"
"81",2023-03-15,"XBB.1.5",9,30,36.08,"XBB"
"82",2023-03-25,"XBB.1.5",11,29.73,27.05,"XBB"
"83",2022-12-28,"XBB.1.5",18,29.51,30.44,"XBB"
"84",2023-01-01,"XBB.1.5",15,28.85,39.4,"XBB"
"85",2023-03-18,"XBB.1.5",8,27.59,22.58,"XBB"
"86",2023-04-04,"XBB.1.5",6,27.27,28.89,"XBB"
"87",2023-04-05,"XBB.1.5",6,27.27,24.53,"XBB"
"88",2023-01-06,"XBB.1.5",25,27.17,31.05,"XBB"
"89",2023-03-23,"XBB.1.5",10,27.03,26.78,"XBB"
"90",2022-12-29,"XBB.1.5",15,26.32,32.14,"XBB"
"91",2023-04-22,"XBB.1.5",6,26.09,13.72,"XBB"
"92",2023-03-21,"XBB.1.5",8,25,29.58,"XBB"
"93",2023-03-29,"XBB.1.5",5,25,26.81,"XBB"
"94",2023-03-30,"XBB.1.5",5,25,18.75,"XBB"
"95",2023-04-14,"XBB.1.5",6,25,19.82,"XBB"
"96",2023-04-26,"XBB.1.5",6,25,20.34,"XBB"
"97",2023-01-08,"XBB.1.5",21,24.14,35.51,"XBB"
"98",2023-03-19,"XBB.1.5",7,24.14,31.2,"XBB"
"99",2023-05-21,"XBB.1.5",6,24,16.56,"XBB"
"100",2023-03-12,"XBB.1.5",5,22.73,36.56,"XBB"
"101",2023-04-17,"XBB.1.5",5,22.73,17.34,"XBB"
"102",2023-04-19,"XBB.1.5",5,22.73,20.15,"XBB"
"103",2023-04-20,"XBB.1.5",5,22.73,18.33,"XBB"
"104",2023-03-22,"XBB.1.5",7,21.88,24.64,"XBB"
"105",2023-04-10,"XBB.1.5",5,21.74,20.7,"XBB"
"106",2023-04-27,"XBB.1.5",5,21.74,17.25,"XBB"
"107",2023-08-01,"EG.5.1",3,21.43,12.48,"Other"
"108",2023-05-09,"XBB.1.5",7,21.21,14.22,"XBB"
"109",2023-04-01,"XBB.1.5",4,21.05,16.12,"XBB"
"110",2023-04-02,"XBB.1.5",4,21.05,24.75,"XBB"
"111",2023-04-13,"XBB.1.5",5,20.83,27.18,"XBB"
"112",2023-03-26,"XBB.1.5",6,20,32.71,"XBB"
"113",2023-05-11,"XBB.1.5",6,20,11.45,"XBB"
"114",2023-04-06,"XBB.1.5",4,19.05,19.14,"XBB"
"115",2023-06-27,"XBB.1.9.1",4,19.05,10.27,"XBB"
"116",2023-06-12,"XBB.1.5",3,17.65,11.38,"XBB"
"117",2023-05-04,"XBB.1.5",4,17.39,12.64,"XBB"
"118",2023-05-19,"XBB.1.5",4,17.39,14.3,"XBB"
"119",2023-04-24,"XBB.1.5",4,16.67,12.17,"XBB"
"120",2023-05-24,"XBB.1.5",5,16.67,14.6,"XBB"
"121",2023-03-17,"XBB.1.5",4,16,27.86,"XBB"
"122",2023-05-20,"XBB.1.5",4,16,19.13,"XBB"
"123",2023-05-31,"XBB.1.5",4,16,13.17,"XBB"
"124",2023-07-31,"FU.1",2,15.38,8.58,"Other"
"125",2023-08-04,"FL.1",2,15.38,10.68,"Other"
"126",2023-04-18,"XBB.1.5",3,15,20.15,"XBB"
"127",2023-05-02,"XBB.1.5",3,15,11.51,"XBB"
"128",2023-06-01,"XBB.1.5",4,14.81,11.79,"XBB"
"129",2023-04-16,"XBB.1.5",3,14.29,16.89,"XBB"
"130",2023-04-21,"XBB.1.16",3,14.29,7.73,"XBB"
"131",2023-04-25,"XBB.1.5",3,14.29,18.65,"XBB"
"132",2023-05-06,"XBB.1.5",3,14.29,10.13,"XBB"
"133",2023-07-03,"XBB.1.16",2,14.29,9.29,"XBB"
"134",2023-07-07,"XBB.1.9.1",2,14.29,9.89,"XBB"
"135",2023-05-23,"XBB.1.5",4,13.79,13.38,"XBB"
"136",2023-05-28,"XBB.2.3.2",4,13.79,7.24,"XBB"
"137",2023-04-15,"XBB.1.5",3,13.64,17.64,"XBB"
"138",2023-05-17,"XBB.1.5",3,13.64,10.62,"XBB"
"139",2023-05-25,"XBB.1.5",4,13.33,13.45,"XBB"
"140",2023-06-14,"EG.5.1",2,13.33,8.91,"Other"
"141",2023-05-16,"XBB.1.16",3,13.04,7.53,"XBB"
"142",2023-04-24,"FE.1.2",3,12.5,NA,"Other"
"143",2023-06-13,"XBB.1.5",2,12.5,12.27,"XBB"
"144",2023-06-13,"XBB.1.5.59",2,12.5,8.35,"XBB"
"145",2023-06-25,"XBB.1.5.59",2,12.5,8.35,"XBB"
"146",2023-06-12,"XBB.1.5.1",2,11.76,7.34,"XBB"
"147",2023-06-06,"XBB.1.5",3,11.54,8.75,"XBB"
"148",2023-04-07,"XBB.1.5",2,11.11,12.01,"XBB"
"149",2023-05-08,"XBB.1.5",3,11.11,12.63,"XBB"
"150",2023-06-01,"XBB.1.9.1",3,11.11,6.55,"XBB"
"151",2023-06-29,"XBB.1.5.10",2,11.11,7.52,"XBB"
"152",2023-06-30,"XBB.1.16",2,11.11,7.52,"XBB"
"153",2023-04-03,"XBB.1.5.5",3,10.71,5.67,"XBB"
"154",2023-05-27,"XBB.1.5",3,10.71,8.17,"XBB"
"155",2023-06-07,"XBB.1.5",3,10.71,8.81,"XBB"
"156",2023-05-05,"XBB.1.5",2,10.53,14.07,"XBB"
"157",2023-07-13,"XBB.1.5.5",2,10.53,7.12,"XBB"
"158",2023-07-14,"XBB.1.16.1",2,10.53,7.12,"XBB"
"159",2023-07-22,"EG.5.1",2,10.53,7.22,"Other"
"160",2023-05-10,"XBB.1.16",3,10.34,5.57,"XBB"
"161",2023-05-10,"XBB.1.5",3,10.34,17.18,"XBB"
"162",2023-05-26,"XBB.1.5",3,10.34,11.46,"XBB"
"163",2023-04-28,"XBB.1.16",2,10,6.45,"XBB"
"164",2023-04-29,"BQ.1.1.10",2,10,6.23,"BA.5"
"165",2023-05-03,"XBB.1.5",2,10,14.13,"XBB"
"166",2023-05-03,"XBB.2.3.10",2,10,6.45,"XBB"
"167",2023-05-22,"XBB.1.16",3,9.68,5.71,"XBB"
"168",2023-05-22,"XBB.1.5",3,9.68,15.82,"XBB"
"169",2023-04-06,"XBB.1.5.4",2,9.52,6.54,"XBB"
"170",2023-04-21,"XBB.1.5",2,9.52,19.45,"XBB"
"171",2023-05-01,"XBB.1.16",2,9.52,6.51,"XBB"
"172",2023-05-01,"XBB.1.5",2,9.52,9.84,"XBB"
"173",2023-05-01,"XBB.1.5.1",2,9.52,6.51,"XBB"
"174",2023-05-06,"XBB.1.16.2",2,9.52,6.78,"XBB"
"175",2023-05-18,"XBB.1.5",2,9.52,13.52,"XBB"
"176",2023-06-27,"XBB.1.5.55",2,9.52,7.09,"XBB"
"177",2023-04-15,"XBB.1.9.1",2,9.09,6.01,"XBB"
"178",2023-07-28,"XBB.1.16.6",3,9.09,5.15,"XBB"
"179",2023-07-29,"FL.1",3,9.09,5.12,"Other"
"180",2023-07-24,"FL.1",3,8.82,5.9,"Other"
"181",2023-03-28,"XBB.1.5.31",2,8.7,5.64,"XBB"
"182",2023-05-04,"FE.1.2",2,8.7,6.32,"Other"
"183",2023-05-04,"XBB.1.16",2,8.7,6.32,"XBB"
"184",2023-05-16,"XBB.1.5",2,8.7,9.11,"XBB"
"185",2023-05-29,"XBB.1.5.49",2,8.7,5.5,"XBB"
"186",2023-05-30,"XBB.1.5",2,8.7,9.68,"XBB"
"187",2023-06-04,"XBB.1.5.30",2,8.7,5.75,"XBB"
"188",2023-04-13,"XBB.1.5.64",2,8.33,5.36,"XBB"
"189",2023-08-02,"EG.5.1",1,8.33,12.7,"Other"
"190",2023-08-02,"FE.1.1",1,8.33,7.93,"Other"
"191",2023-08-02,"FL.1",1,8.33,7.93,"Other"
"192",2023-08-02,"FU.1",1,8.33,7.93,"Other"
"193",2023-08-02,"FU.2",1,8.33,7.93,"Other"
"194",2023-08-02,"FY.1",1,8.33,7.93,"Other"
"195",2023-08-02,"XBB.1.16",1,8.33,7.93,"XBB"
"196",2023-08-02,"XBB.1.5",1,8.33,7.93,"XBB"
"197",2023-08-02,"XBB.1.5.37",1,8.33,7.93,"XBB"
"198",2023-08-02,"XBB.1.5.59",1,8.33,7.93,"XBB"
"199",2023-08-02,"XBB.2.3.11",1,8.33,7.93,"XBB"
"200",2023-08-02,"XBB.2.3.3",1,8.33,7.93,"XBB"
"201",2023-08-03,"EG.5.1",1,8.33,8.12,"Other"
"202",2023-08-03,"FE.1.1",1,8.33,8.12,"Other"
"203",2023-08-03,"FL.1",1,8.33,10.68,"Other"
"204",2023-08-03,"FU.1",1,8.33,8.12,"Other"
"205",2023-08-03,"FU.2",1,8.33,8.12,"Other"
"206",2023-08-03,"FY.1",1,8.33,8.12,"Other"
"207",2023-08-03,"XBB.1.16",1,8.33,8.12,"XBB"
"208",2023-08-03,"XBB.1.5",1,8.33,8.12,"XBB"
"209",2023-08-03,"XBB.1.5.37",1,8.33,8.12,"XBB"
"210",2023-08-03,"XBB.1.5.59",1,8.33,8.12,"XBB"
"211",2023-08-03,"XBB.2.3.11",1,8.33,8.12,"XBB"
"212",2023-08-03,"XBB.2.3.3",1,8.33,8.12,"XBB"
"213",2023-08-05,"EG.5.1",1,8.33,NA,"Other"
"214",2023-08-05,"FE.1.1",1,8.33,NA,"Other"
"215",2023-08-05,"FL.1",1,8.33,NA,"Other"
"216",2023-08-05,"FU.1",1,8.33,NA,"Other"
"217",2023-08-05,"FU.2",1,8.33,NA,"Other"
"218",2023-08-05,"FY.1",1,8.33,NA,"Other"
"219",2023-08-05,"XBB.1.16",1,8.33,NA,"XBB"
"220",2023-08-05,"XBB.1.5",1,8.33,NA,"XBB"
"221",2023-08-05,"XBB.1.5.37",1,8.33,NA,"XBB"
"222",2023-08-05,"XBB.1.5.59",1,8.33,NA,"XBB"
"223",2023-08-05,"XBB.2.3.11",1,8.33,NA,"XBB"
"224",2023-08-05,"XBB.2.3.3",1,8.33,NA,"XBB"
"225",2023-03-25,"BQ.1.1",3,8.11,4.77,"BA.5"
"226",2023-05-20,"XBB.1.9.1",2,8,5.45,"XBB"
"227",2023-05-20,"XBB.1.9.2",2,8,5.45,"XBB"
"228",2023-06-05,"XBB.1.5.1",2,8,5.28,"XBB"
"229",2023-06-11,"XBB.1.16",2,8,6.02,"XBB"
"230",2023-07-04,"BQ.1.12",1,7.69,7.51,"BA.5"
"231",2023-07-04,"EG.5",1,7.69,7.51,"Other"
"232",2023-07-04,"EG.5.1",1,7.69,7.51,"Other"
"233",2023-07-04,"FL.4",1,7.69,7.51,"Other"
"234",2023-07-04,"FY.3",1,7.69,7.51,"Other"
"235",2023-07-04,"XBB.1.16",1,7.69,9.89,"XBB"
"236",2023-07-04,"XBB.1.16.1",1,7.69,7.51,"XBB"
"237",2023-07-04,"XBB.1.5",1,7.69,7.51,"XBB"
"238",2023-07-04,"XBB.1.5.10",1,7.69,7.51,"XBB"
"239",2023-07-04,"XBB.1.5.59",1,7.69,7.51,"XBB"
"240",2023-07-04,"XBB.1.9.1",1,7.69,7.51,"XBB"
"241",2023-07-04,"XBB.1.9.2",1,7.69,7.51,"XBB"
"242",2023-07-04,"XBB.2.3",1,7.69,7.51,"XBB"
"243",2023-07-05,"BQ.1.12",1,7.69,7.69,"BA.5"
"244",2023-07-05,"EG.5",1,7.69,7.69,"Other"
"245",2023-07-05,"EG.5.1",1,7.69,7.69,"Other"
"246",2023-07-05,"FL.4",1,7.69,7.69,"Other"
"247",2023-07-05,"FY.3",1,7.69,7.69,"Other"
"248",2023-07-05,"XBB.1.16",1,7.69,7.69,"XBB"
"249",2023-07-05,"XBB.1.16.1",1,7.69,7.69,"XBB"
"250",2023-07-05,"XBB.1.5",1,7.69,7.69,"XBB"
"251",2023-07-05,"XBB.1.5.10",1,7.69,7.69,"XBB"
"252",2023-07-05,"XBB.1.5.59",1,7.69,7.69,"XBB"
"253",2023-07-05,"XBB.1.9.1",1,7.69,7.69,"XBB"
"254",2023-07-05,"XBB.1.9.2",1,7.69,7.69,"XBB"
"255",2023-07-05,"XBB.2.3",1,7.69,7.69,"XBB"
"256",2023-07-06,"BQ.1.12",1,7.69,7.51,"BA.5"
"257",2023-07-06,"EG.5",1,7.69,7.51,"Other"
"258",2023-07-06,"EG.5.1",1,7.69,7.51,"Other"
"259",2023-07-06,"FL.4",1,7.69,7.51,"Other"
"260",2023-07-06,"FY.3",1,7.69,7.51,"Other"
"261",2023-07-06,"XBB.1.16",1,7.69,7.51,"XBB"
"262",2023-07-06,"XBB.1.16.1",1,7.69,7.51,"XBB"
"263",2023-07-06,"XBB.1.5",1,7.69,7.51,"XBB"
"264",2023-07-06,"XBB.1.5.10",1,7.69,7.51,"XBB"
"265",2023-07-06,"XBB.1.5.59",1,7.69,7.51,"XBB"
"266",2023-07-06,"XBB.1.9.1",1,7.69,9.89,"XBB"
"267",2023-07-06,"XBB.1.9.2",1,7.69,7.51,"XBB"
"268",2023-07-06,"XBB.2.3",1,7.69,7.51,"XBB"
"269",2023-07-08,"BQ.1.12",1,7.69,7.51,"BA.5"
"270",2023-07-08,"EG.5",1,7.69,7.51,"Other"
"271",2023-07-08,"EG.5.1",1,7.69,7.51,"Other"
"272",2023-07-08,"FL.4",1,7.69,7.51,"Other"
"273",2023-07-08,"FY.3",1,7.69,7.51,"Other"
"274",2023-07-08,"XBB.1.16",1,7.69,7.51,"XBB"
"275",2023-07-08,"XBB.1.16.1",1,7.69,7.51,"XBB"
"276",2023-07-08,"XBB.1.5",1,7.69,7.51,"XBB"
"277",2023-07-08,"XBB.1.5.10",1,7.69,7.51,"XBB"
"278",2023-07-08,"XBB.1.5.59",1,7.69,7.51,"XBB"
"279",2023-07-08,"XBB.1.9.1",1,7.69,9.89,"XBB"
"280",2023-07-08,"XBB.1.9.2",1,7.69,7.51,"XBB"
"281",2023-07-08,"XBB.2.3",1,7.69,7.51,"XBB"
"282",2023-07-09,"BQ.1.12",1,7.69,NA,"BA.5"
"283",2023-07-09,"EG.5",1,7.69,6.11,"Other"
"284",2023-07-09,"EG.5.1",1,7.69,6.98,"Other"
"285",2023-07-09,"FL.4",1,7.69,NA,"Other"
"286",2023-07-09,"FY.3",1,7.69,6.11,"Other"
"287",2023-07-09,"XBB.1.16",1,7.69,6.98,"XBB"
"288",2023-07-09,"XBB.1.16.1",1,7.69,6.98,"XBB"
"289",2023-07-09,"XBB.1.5",1,7.69,6.98,"XBB"
"290",2023-07-09,"XBB.1.5.10",1,7.69,6.98,"XBB"
"291",2023-07-09,"XBB.1.5.59",1,7.69,6.98,"XBB"
"292",2023-07-09,"XBB.1.9.1",1,7.69,6.98,"XBB"
"293",2023-07-09,"XBB.1.9.2",1,7.69,6.98,"XBB"
"294",2023-07-09,"XBB.2.3",1,7.69,6.98,"XBB"
"295",2023-07-31,"EG.5.1",1,7.69,10.78,"Other"
"296",2023-07-31,"FE.1.1",1,7.69,6.02,"Other"
"297",2023-07-31,"FL.1",1,7.69,6.02,"Other"
"298",2023-07-31,"FU.2",1,7.69,6.02,"Other"
"299",2023-07-31,"FY.1",1,7.69,6.02,"Other"
"300",2023-07-31,"XBB.1.16",1,7.69,6.02,"XBB"
"301",2023-07-31,"XBB.1.5",1,7.69,6.02,"XBB"
"302",2023-07-31,"XBB.1.5.37",1,7.69,6.8,"XBB"
"303",2023-07-31,"XBB.1.5.59",1,7.69,6.02,"XBB"
"304",2023-07-31,"XBB.2.3.11",1,7.69,6.02,"XBB"
"305",2023-07-31,"XBB.2.3.3",1,7.69,6.02,"XBB"
"306",2023-08-04,"EG.5.1",1,7.69,8.12,"Other"
"307",2023-08-04,"FE.1.1",1,7.69,8.12,"Other"
"308",2023-08-04,"FU.1",1,7.69,8.12,"Other"
"309",2023-08-04,"FU.2",1,7.69,8.12,"Other"
"310",2023-08-04,"FY.1",1,7.69,8.12,"Other"
"311",2023-08-04,"XBB.1.16",1,7.69,8.12,"XBB"
"312",2023-08-04,"XBB.1.5",1,7.69,8.12,"XBB"
"313",2023-08-04,"XBB.1.5.37",1,7.69,8.12,"XBB"
"314",2023-08-04,"XBB.1.5.59",1,7.69,8.12,"XBB"
"315",2023-08-04,"XBB.2.3.11",1,7.69,8.12,"XBB"
"316",2023-08-04,"XBB.2.3.3",1,7.69,8.12,"XBB"
"317",2023-04-03,"BA.5.2",2,7.14,4.28,"BA.5"
"318",2023-06-07,"EG.5.1",2,7.14,5.05,"Other"
"319",2023-06-07,"XBB.1.9.1",2,7.14,5.05,"XBB"
"320",2023-06-09,"DV.1",2,7.14,5.16,"BA.2.75"
"321",2023-06-09,"XBB.1.16",2,7.14,5.16,"XBB"
"322",2023-06-09,"XBB.1.5",2,7.14,5.16,"XBB"
"323",2023-06-09,"XBB.1.5.59",2,7.14,5.16,"XBB"
"324",2023-06-15,"DV.1",1,7.14,6.98,"BA.2.75"
"325",2023-06-15,"EG.5.1",1,7.14,9.2,"Other"
"326",2023-06-15,"FL.1",1,7.14,6.98,"Other"
"327",2023-06-15,"XBB.1.4",1,7.14,6.98,"XBB"
"328",2023-06-15,"XBB.1.5",1,7.14,6.98,"XBB"
"329",2023-06-15,"XBB.1.5.1",1,7.14,6.98,"XBB"
"330",2023-06-15,"XBB.1.5.10",1,7.14,6.98,"XBB"
"331",2023-06-15,"XBB.1.5.11",1,7.14,6.98,"XBB"
"332",2023-06-15,"XBB.1.5.52",1,7.14,6.98,"XBB"
"333",2023-06-15,"XBB.1.5.59",1,7.14,6.98,"XBB"
"334",2023-06-15,"XBB.1.9.1",1,7.14,6.98,"XBB"
"335",2023-06-15,"XBB.2.3",1,7.14,6.98,"XBB"
"336",2023-06-15,"XBB.2.3.10",1,7.14,6.98,"XBB"
"337",2023-06-15,"XBB.2.3.2",1,7.14,6.98,"XBB"
"338",2023-06-16,"DV.1",1,7.14,7.14,"BA.2.75"
"339",2023-06-16,"EG.5.1",1,7.14,7.14,"Other"
"340",2023-06-16,"FL.1",1,7.14,7.14,"Other"
"341",2023-06-16,"XBB.1.4",1,7.14,7.14,"XBB"
"342",2023-06-16,"XBB.1.5",1,7.14,7.14,"XBB"
"343",2023-06-16,"XBB.1.5.1",1,7.14,7.14,"XBB"
"344",2023-06-16,"XBB.1.5.10",1,7.14,7.14,"XBB"
"345",2023-06-16,"XBB.1.5.11",1,7.14,7.14,"XBB"
"346",2023-06-16,"XBB.1.5.52",1,7.14,7.14,"XBB"
"347",2023-06-16,"XBB.1.5.59",1,7.14,7.14,"XBB"
"348",2023-06-16,"XBB.1.9.1",1,7.14,7.14,"XBB"
"349",2023-06-16,"XBB.2.3",1,7.14,7.14,"XBB"
"350",2023-06-16,"XBB.2.3.10",1,7.14,7.14,"XBB"
"351",2023-06-16,"XBB.2.3.2",1,7.14,7.14,"XBB"
"352",2023-06-17,"DV.1",1,7.14,7.14,"BA.2.75"
"353",2023-06-17,"EG.5.1",1,7.14,7.14,"Other"
"354",2023-06-17,"FL.1",1,7.14,7.14,"Other"
"355",2023-06-17,"XBB.1.4",1,7.14,7.14,"XBB"
"356",2023-06-17,"XBB.1.5",1,7.14,7.14,"XBB"
"357",2023-06-17,"XBB.1.5.1",1,7.14,7.14,"XBB"
"358",2023-06-17,"XBB.1.5.10",1,7.14,7.14,"XBB"
"359",2023-06-17,"XBB.1.5.11",1,7.14,7.14,"XBB"
"360",2023-06-17,"XBB.1.5.52",1,7.14,7.14,"XBB"
"361",2023-06-17,"XBB.1.5.59",1,7.14,7.14,"XBB"
"362",2023-06-17,"XBB.1.9.1",1,7.14,7.14,"XBB"
"363",2023-06-17,"XBB.2.3",1,7.14,7.14,"XBB"
"364",2023-06-17,"XBB.2.3.10",1,7.14,7.14,"XBB"
"365",2023-06-17,"XBB.2.3.2",1,7.14,7.14,"XBB"
"366",2023-06-18,"DV.1",1,7.14,NA,"BA.2.75"
"367",2023-06-18,"EG.5.1",1,7.14,6.98,"Other"
"368",2023-06-18,"FL.1",1,7.14,6.61,"Other"
"369",2023-06-18,"XBB.1.4",1,7.14,NA,"XBB"
"370",2023-06-18,"XBB.1.5",1,7.14,6.98,"XBB"
"371",2023-06-18,"XBB.1.5.1",1,7.14,6.98,"XBB"
"372",2023-06-18,"XBB.1.5.10",1,7.14,6.98,"XBB"
"373",2023-06-18,"XBB.1.5.11",1,7.14,NA,"XBB"
"374",2023-06-18,"XBB.1.5.52",1,7.14,NA,"XBB"
"375",2023-06-18,"XBB.1.5.59",1,7.14,6.98,"XBB"
"376",2023-06-18,"XBB.1.9.1",1,7.14,6.98,"XBB"
"377",2023-06-18,"XBB.2.3",1,7.14,6.98,"XBB"
"378",2023-06-18,"XBB.2.3.10",1,7.14,NA,"XBB"
"379",2023-06-18,"XBB.2.3.2",1,7.14,6.72,"XBB"
"380",2023-07-03,"BQ.1.12",1,7.14,5.38,"BA.5"
"381",2023-07-03,"EG.5",1,7.14,6.28,"Other"
"382",2023-07-03,"EG.5.1",1,7.14,6.9,"Other"
"383",2023-07-03,"FL.4",1,7.14,6.9,"Other"
"384",2023-07-03,"FY.3",1,7.14,6.28,"Other"
"385",2023-07-03,"XBB.1.16.1",1,7.14,6.9,"XBB"
"386",2023-07-03,"XBB.1.5",1,7.14,6.9,"XBB"
"387",2023-07-03,"XBB.1.5.10",1,7.14,6.9,"XBB"
"388",2023-07-03,"XBB.1.5.59",1,7.14,6.9,"XBB"
"389",2023-07-03,"XBB.1.9.1",1,7.14,6.9,"XBB"
"390",2023-07-03,"XBB.1.9.2",1,7.14,6.9,"XBB"
"391",2023-07-03,"XBB.2.3",1,7.14,6.9,"XBB"
"392",2023-07-07,"BQ.1.12",1,7.14,7.51,"BA.5"
"393",2023-07-07,"EG.5",1,7.14,7.51,"Other"
"394",2023-07-07,"EG.5.1",1,7.14,7.51,"Other"
"395",2023-07-07,"FL.4",1,7.14,7.51,"Other"
"396",2023-07-07,"FY.3",1,7.14,7.51,"Other"
"397",2023-07-07,"XBB.1.16",1,7.14,7.51,"XBB"
"398",2023-07-07,"XBB.1.16.1",1,7.14,7.51,"XBB"
"399",2023-07-07,"XBB.1.5",1,7.14,7.51,"XBB"
"400",2023-07-07,"XBB.1.5.10",1,7.14,7.51,"XBB"
"401",2023-07-07,"XBB.1.5.59",1,7.14,7.51,"XBB"
