"","days","infections","variant","I","day","Rt","rtlowci","rtupci","I_025","I_975"
"291",2023-02-12,"5097","XBB.1_infections","4486","39","0.942424391509796","0.916894721443125","0.970451421681109",NA,NA
"292",2023-02-13,"5003","XBB.1_infections","4460","40","0.94207640234662","0.915706877106402","0.969787764578831",NA,NA
"293",2023-02-14,"4908","XBB.1_infections","4432","41","0.94164549391543","0.91542519879115","0.971063277013569",NA,NA
"294",2023-02-15,"4814","XBB.1_infections","4401","42","0.939657400549716","0.912916080603845","0.968984272928199",NA,NA
"295",2023-02-16,"4719","XBB.1_infections","4369","43","0.936526873751076","0.909899820216776","0.967001861427746",NA,NA
"296",2023-02-17,"4625","XBB.1_infections","4334","44","0.932457903418628","0.904803792867052","0.963664539171024",NA,NA
"297",2023-02-18,"4530","XBB.1_infections","4297","45","0.927756514126219","0.89969760364972","0.960577785605782",NA,NA
"298",2023-02-19,"4436","XBB.1_infections","4258","46","0.922631579349857","0.89266953841144","0.957882184008854",NA,NA
"299",2023-02-20,"4346","XBB.1_infections","4160","47","0.917954374506575","0.886392884398309","0.95552478663107",NA,NA
"300",2023-02-21,"4257","XBB.1_infections","4062","48","0.913770805368187","0.879105265802431","0.953361738393609",NA,NA
"301",2023-02-22,"4167","XBB.1_infections","3965","49","0.911290523528457","0.874327373168952","0.95326308919414",NA,NA
"302",2023-02-23,"4077","XBB.1_infections","3868","50","0.909574583691468","0.871785136379939","0.953151631341954",NA,NA
"303",2023-02-24,"3988","XBB.1_infections","3771","51","0.909022454600704","0.86910778051195","0.952541653888996",NA,NA
"304",2023-02-25,"3898","XBB.1_infections","3676","52","0.909027331793867","0.86829660118611","0.95176973047398",NA,NA
"305",2023-02-26,"3809","XBB.1_infections","3580","53","0.90945286489538","0.868699563283911","0.952834895640173",NA,NA
"306",2023-02-27,"3723","XBB.1_infections","3473","54","0.909468697990467","0.868659943278377","0.953602524062664",NA,NA
"307",2023-02-28,"3638","XBB.1_infections","3368","55","0.909967233912049","0.869756175264856","0.95414313209393",NA,NA
"308",2023-03-01,"3553","XBB.1_infections","3264","56","0.910788854226782","0.870118258763081","0.953471920015869",NA,NA
"309",2023-03-02,"3468","XBB.1_infections","3161","57","0.911912865215144","0.871925909176742","0.955457289650427",NA,NA
"310",2023-03-03,"3383","XBB.1_infections","3059","58","0.913052435827913","0.873523373841145","0.956378776768383",NA,NA
"311",2023-03-04,"3297","XBB.1_infections","2958","59","0.914554266526985","0.87475133903974","0.956314957623596",NA,NA
"312",2023-03-05,"3212","XBB.1_infections","2859","60","0.916350407632032","0.877211560830108","0.957771003237131",NA,NA
"313",2023-03-06,"3135","XBB.1_infections","2808","61","0.918221931073641","0.879837823250046","0.95939772936093",NA,NA
"314",2023-03-07,"3058","XBB.1_infections","2757","62","0.920787911441319","0.883541756367726","0.96176176281491",NA,NA
"315",2023-03-08,"2981","XBB.1_infections","2704","63","0.922174664931358","0.886020439559168","0.962352882497363",NA,NA
"316",2023-03-09,"2904","XBB.1_infections","2651","64","0.922723246975551","0.88741981021981","0.960520192315322",NA,NA
"317",2023-03-10,"2826","XBB.1_infections","2596","65","0.922533347176331","0.887840169300369","0.960868959672164",NA,NA
"318",2023-03-11,"2749","XBB.1_infections","2541","66","0.921809289991928","0.886589587233664","0.959813345161639",NA,NA
"319",2023-03-12,"2672","XBB.1_infections","2485","67","0.921013686926654","0.885619201304056","0.959064130830569",NA,NA
"320",2023-03-13,"2620","XBB.1_infections","2429","68","0.920642326274581","0.886541384391525","0.961222042636142",NA,NA
"321",2023-03-14,"2568","XBB.1_infections","2374","69","0.920718259046064","0.885533080701056","0.960291269469341",NA,NA
"322",2023-03-15,"2516","XBB.1_infections","2318","70","0.92167135945524","0.886736480244659","0.961906106995143",NA,NA
"323",2023-03-16,"2464","XBB.1_infections","2263","71","0.922970103978117","0.887396635747446","0.961541767440653",NA,NA
"324",2023-03-17,"2412","XBB.1_infections","2209","72","0.924655107859347","0.88846836510902","0.963247656990429",NA,NA
"325",2023-03-18,"2360","XBB.1_infections","2154","73","0.926209097139149","0.891040383126416","0.963540430695947",NA,NA
"326",2023-03-19,"2308","XBB.1_infections","2100","74","0.927720564002912","0.894047817794644","0.963885640459957",NA,NA
"327",2023-03-20,"2267","XBB.1_infections","2054","75","0.929726547707531","0.895913435752614","0.965740759711522",NA,NA
"328",2023-03-21,"2227","XBB.1_infections","2007","76","0.932293993412968","0.899402317561916","0.968079067608105",NA,NA
"329",2023-03-22,"2186","XBB.1_infections","1961","77","0.934466217899133","0.902038040949976","0.968514049249761",NA,NA
"330",2023-03-23,"2145","XBB.1_infections","1915","78","0.936763546870687","0.904594867822402","0.970321690966735",NA,NA
"331",2023-03-24,"2104","XBB.1_infections","1870","79","0.938792772053503","0.907745890347083","0.971076463402632",NA,NA
"332",2023-03-25,"2064","XBB.1_infections","1825","80","0.94099415604864","0.910759362420207","0.971765848184735",NA,NA
"333",2023-03-26,"2023","XBB.1_infections","1780","81","0.94329879511515","0.914652967351223","0.973818783011251",NA,NA
"334",2023-03-27,"1996","XBB.1_infections","1756","82","0.946021632751931","0.917957565155734","0.974768536170902",NA,NA
"335",2023-03-28,"1968","XBB.1_infections","1732","83","0.949139643613074","0.921675924295418","0.978343319562369",NA,NA
"336",2023-03-29,"1941","XBB.1_infections","1708","84","0.951760169721282","0.925587210750247","0.978774816759457",NA,NA
"337",2023-03-30,"1914","XBB.1_infections","1684","85","0.954328073729786","0.92931247069526","0.97961424690884",NA,NA
"338",2023-03-31,"1887","XBB.1_infections","1660","86","0.956203014653535","0.932488978071578","0.981090269312513",NA,NA
"339",2023-04-01,"1859","XBB.1_infections","1636","87","0.95793139119786","0.93594787397219","0.981495586607578",NA,NA
"340",2023-04-02,"1832","XBB.1_infections","1612","88","0.959208487448815","0.937195095238679","0.982954564292718",NA,NA
"341",2023-04-03,"1809","XBB.1_infections","1591","89","0.959563862979167","0.93766670068743","0.982578855559263",NA,NA
"342",2023-04-04,"1785","XBB.1_infections","1571","90","0.959599885388225","0.938852321736015","0.981408054262207",NA,NA
"343",2023-04-05,"1762","XBB.1_infections","1550","91","0.958203122749313","0.938595308012415","0.979903122872066",NA,NA
"344",2023-04-06,"1738","XBB.1_infections","1530","92","0.956542724572","0.935191942313545","0.979643132668218",NA,NA
"345",2023-04-07,"1715","XBB.1_infections","1509","93","0.954421370192774","0.932730370757602","0.978474671944903",NA,NA
"346",2023-04-08,"1691","XBB.1_infections","1488","94","0.95197290694258","0.930116754187819","0.97680710563141",NA,NA
"347",2023-04-09,"1668","XBB.1_infections","1468","95","0.949457460541198","0.926583149319089","0.975612545593869",NA,NA
"348",2023-04-10,"1644","XBB.1_infections","1458","96","0.946211646379438","0.922270515547633","0.973852320594181",NA,NA
"349",2023-04-11,"1620","XBB.1_infections","1449","97","0.941418107950769","0.916943176985718","0.969836707443908",NA,NA
"350",2023-04-12,"1596","XBB.1_infections","1439","98","0.935677313448906","0.910166929254011","0.966302474369045",NA,NA
"351",2023-04-13,"1572","XBB.1_infections","1429","99","0.929026549485798","0.901339507551524","0.962181506562755",NA,NA
"352",2023-04-14,"1548","XBB.1_infections","1418","100","0.920967864315847","0.89094780753318","0.95676351966756",NA,NA
"353",2023-04-15,"1525","XBB.1_infections","1407","101","0.912971745580637","0.880587523762606","0.953482463576466",NA,NA
"354",2023-04-16,"1501","XBB.1_infections","1396","102","0.904390602655576","0.868720798321997","0.947810872383074",NA,NA
"355",2023-04-17,"1471","XBB.1_infections","1362","103","0.895654463826792","0.857574350787967","0.944912613430604",NA,NA
"356",2023-04-18,"1442","XBB.1_infections","1328","104","0.887914872087866","0.845841373752162","0.939373781166971",NA,NA
"357",2023-04-19,"1412","XBB.1_infections","1295","105","0.880991266190663","0.836060977434297","0.937282197479132",NA,NA
"358",2023-04-20,"1383","XBB.1_infections","1262","106","0.875368581972872","0.825513246432479","0.932940260374282",NA,NA
"359",2023-04-21,"1353","XBB.1_infections","1229","107","0.870038789611361","0.817972358329338","0.92960895241237",NA,NA
"360",2023-04-22,"1324","XBB.1_infections","1197","108","0.8650714005087","0.810808339039088","0.928660041402918",NA,NA
"361",2023-04-23,"1294","XBB.1_infections","1165","109","0.859689420570582","0.804717787088822","0.923590709263937",NA,NA
"362",2023-04-24,"1259","XBB.1_infections","1110","110",NA,NA,NA,NA,NA
"363",2023-04-25,"1224","XBB.1_infections","1057","111",NA,NA,NA,NA,NA
"364",2023-04-26,"1190","XBB.1_infections","1004","112",NA,NA,NA,NA,NA
"365",2023-04-27,"1155","XBB.1_infections","954","113",NA,NA,NA,NA,NA
"366",2023-04-28,"1120","XBB.1_infections","904","114",NA,NA,NA,NA,NA
"367",2023-04-29,"1085","XBB.1_infections","856","115",NA,NA,NA,NA,NA
"368",2023-04-30,"1051","XBB.1_infections","809","116",NA,NA,NA,NA,NA
"369",2023-05-01,"1010","XBB.1_infections","778","117",NA,NA,NA,NA,NA
"370",2023-05-02,"970","XBB.1_infections","747","118",NA,NA,NA,NA,NA
"371",2023-05-03,"929","XBB.1_infections","716","119",NA,NA,NA,NA,NA
"372",2023-05-04,"889","XBB.1_infections","685","120",NA,NA,NA,NA,NA
"373",2023-05-05,"849","XBB.1_infections","654","121",NA,NA,NA,NA,NA
"374",2023-05-06,"808","XBB.1_infections","622","122",NA,NA,NA,NA,NA
"375",2023-05-07,"768","XBB.1_infections","591","123",NA,NA,NA,NA,NA
"376",2023-05-08,"0","XBB.1_infections","0","124",NA,NA,NA,NA,NA
"377",2023-05-09,"0","XBB.1_infections","0","125",NA,NA,NA,NA,NA
"378",2023-05-10,"0","XBB.1_infections","0","126",NA,NA,NA,NA,NA
