"","Collection.date","pango_lineage","n","freq","movavg","ShortLin"
"1039",2023-07-31,"XBB.2.3.11",1,3.7,3.54,"XBB.2"
"1040",2023-08-01,"EG.1.4",1,3.7,3.58,"EG.1"
"1041",2023-08-01,"FE.1.1",1,3.7,3.58,"FE.1"
"1042",2023-08-01,"FL.1",1,3.7,5.8,"FL.1"
"1043",2023-08-01,"FL.2",1,3.7,4.69,"FL.2"
"1044",2023-08-01,"FU.1",1,3.7,4.81,"FU.1"
"1045",2023-08-01,"FU.2",1,3.7,3.58,"FU.2"
"1046",2023-08-01,"FY.1",1,3.7,3.58,"FY.1"
"1047",2023-08-01,"FY.3",1,3.7,3.58,"FY.3"
"1048",2023-08-01,"GE.1",1,3.7,3.58,"GE.1"
"1049",2023-08-01,"Unassigned",1,3.7,3.58,"Unas"
"1050",2023-08-01,"XBB.1.16.6",1,3.7,4.69,"XBB.1"
"1051",2023-08-01,"XBB.1.5",1,3.7,4.69,"XBB.1"
"1052",2023-08-01,"XBB.1.5.28",1,3.7,3.58,"XBB.1"
"1053",2023-08-01,"XBB.1.5.37",1,3.7,3.58,"XBB.1"
"1054",2023-08-01,"XBB.1.5.39",1,3.7,3.58,"XBB.1"
"1055",2023-08-01,"XBB.1.5.44",1,3.7,3.58,"XBB.1"
"1056",2023-08-01,"XBB.1.5.55",1,3.7,3.58,"XBB.1"
"1057",2023-08-01,"XBB.1.5.59",1,3.7,3.58,"XBB.1"
"1058",2023-08-01,"XBB.1.9.1",1,3.7,4.69,"XBB.1"
"1059",2023-08-01,"XBB.2.3",1,3.7,3.58,"XBB.2"
"1060",2023-08-01,"XBB.2.3.11",1,3.7,3.58,"XBB.2"
"1061",2023-08-01,"XBB.2.3.3",1,3.7,4.81,"XBB.2"
"1062",2023-08-03,"EG.1.4",1,3.7,3.42,"EG.1"
"1063",2023-08-03,"FE.1.1",1,3.7,3.42,"FE.1"
"1064",2023-08-03,"FL.1",1,3.7,7.79,"FL.1"
"1065",2023-08-03,"FL.2",1,3.7,4.53,"FL.2"
"1066",2023-08-03,"FU.1",1,3.7,3.42,"FU.1"
"1067",2023-08-03,"FU.2",1,3.7,3.42,"FU.2"
"1068",2023-08-03,"FY.1",1,3.7,3.42,"FY.1"
"1069",2023-08-03,"FY.3",1,3.7,4.49,"FY.3"
"1070",2023-08-03,"GE.1",1,3.7,3.42,"GE.1"
"1071",2023-08-03,"Unassigned",1,3.7,3.42,"Unas"
"1072",2023-08-03,"XBB.1.16",1,3.7,3.42,"XBB.1"
"1073",2023-08-03,"XBB.1.16.6",1,3.7,4.53,"XBB.1"
"1074",2023-08-03,"XBB.1.5",1,3.7,5.61,"XBB.1"
"1075",2023-08-03,"XBB.1.5.28",1,3.7,3.42,"XBB.1"
"1076",2023-08-03,"XBB.1.5.37",1,3.7,3.42,"XBB.1"
"1077",2023-08-03,"XBB.1.5.39",1,3.7,3.42,"XBB.1"
"1078",2023-08-03,"XBB.1.5.44",1,3.7,3.42,"XBB.1"
"1079",2023-08-03,"XBB.1.5.55",1,3.7,3.42,"XBB.1"
"1080",2023-08-03,"XBB.1.5.59",1,3.7,3.42,"XBB.1"
"1081",2023-08-03,"XBB.1.9.1",1,3.7,4.53,"XBB.1"
"1082",2023-08-03,"XBB.2.3",1,3.7,3.42,"XBB.2"
"1083",2023-08-03,"XBB.2.3.11",1,3.7,3.42,"XBB.2"
"1084",2023-08-06,"EG.1.4",1,3.7,4.14,"EG.1"
"1085",2023-08-06,"EG.5.1",1,3.7,5.65,"EG.5"
"1086",2023-08-06,"FE.1.1",1,3.7,NA,"FE.1"
"1087",2023-08-06,"FL.1",1,3.7,4.14,"FL.1"
"1088",2023-08-06,"FL.2",1,3.7,4.14,"FL.2"
"1089",2023-08-06,"FU.1",1,3.7,4.14,"FU.1"
"1090",2023-08-06,"FU.2",1,3.7,4.14,"FU.2"
"1091",2023-08-06,"FY.1",1,3.7,NA,"FY.1"
"1092",2023-08-06,"FY.3",1,3.7,NA,"FY.3"
"1093",2023-08-06,"Unassigned",1,3.7,NA,"Unas"
"1094",2023-08-06,"XBB.1.16.6",1,3.7,4.14,"XBB.1"
"1095",2023-08-06,"XBB.1.5.28",1,3.7,NA,"XBB.1"
"1096",2023-08-06,"XBB.1.5.37",1,3.7,NA,"XBB.1"
"1097",2023-08-06,"XBB.1.5.39",1,3.7,4.14,"XBB.1"
"1098",2023-08-06,"XBB.1.5.44",1,3.7,NA,"XBB.1"
"1099",2023-08-06,"XBB.1.5.55",1,3.7,NA,"XBB.1"
"1100",2023-08-06,"XBB.1.5.59",1,3.7,4.14,"XBB.1"
"1101",2023-08-06,"XBB.1.9.1",1,3.7,NA,"XBB.1"
"1102",2023-08-06,"XBB.2.3",1,3.7,NA,"XBB.2"
"1103",2023-08-06,"XBB.2.3.11",1,3.7,NA,"XBB.2"
"1104",2023-08-06,"XBB.2.3.3",1,3.7,4.14,"XBB.2"
"1105",2023-06-07,"BF.25",1,3.57,3.86,"BF.2"
"1106",2023-06-07,"DV.1",1,3.57,3.86,"DV.1"
"1107",2023-06-07,"EG.1",1,3.57,3.86,"EG.1"
"1108",2023-06-07,"EG.5",1,3.57,3.86,"EG.5"
"1109",2023-06-07,"FL.1",1,3.57,3.86,"FL.1"
"1110",2023-06-07,"FY.3",1,3.57,3.86,"FY.3"
"1111",2023-06-07,"XBB",1,3.57,3.86,"XBB"
"1112",2023-06-07,"XBB.1.16",1,3.57,3.86,"XBB.1"
"1113",2023-06-07,"XBB.1.16.1",1,3.57,3.86,"XBB.1"
"1114",2023-06-07,"XBB.1.16.2",1,3.57,3.86,"XBB.1"
"1115",2023-06-07,"XBB.1.4",1,3.57,3.86,"XBB.1"
"1116",2023-06-07,"XBB.1.5.1",1,3.57,3.86,"XBB.1"
"1117",2023-06-07,"XBB.1.5.13",1,3.57,3.86,"XBB.1"
"1118",2023-06-07,"XBB.1.5.15",1,3.57,3.86,"XBB.1"
"1119",2023-06-07,"XBB.1.5.28",1,3.57,3.86,"XBB.1"
"1120",2023-06-07,"XBB.1.5.30",1,3.57,3.86,"XBB.1"
"1121",2023-06-07,"XBB.1.5.31",1,3.57,3.86,"XBB.1"
"1122",2023-06-07,"XBB.1.5.37",1,3.57,3.86,"XBB.1"
"1123",2023-06-07,"XBB.1.5.59",1,3.57,3.86,"XBB.1"
"1124",2023-06-07,"XBB.1.9.2",1,3.57,3.86,"XBB.1"
"1125",2023-06-07,"XBB.2.3.10",1,3.57,3.86,"XBB.2"
"1126",2023-06-09,"BF.25",1,3.57,3.97,"BF.2"
"1127",2023-06-09,"EG.1",1,3.57,3.97,"EG.1"
"1128",2023-06-09,"EG.5",1,3.57,3.97,"EG.5"
"1129",2023-06-09,"EG.5.1",1,3.57,3.97,"EG.5"
"1130",2023-06-09,"FL.1",1,3.57,3.97,"FL.1"
"1131",2023-06-09,"FY.3",1,3.57,3.97,"FY.3"
"1132",2023-06-09,"XBB",1,3.57,3.97,"XBB"
"1133",2023-06-09,"XBB.1.16.1",1,3.57,3.97,"XBB.1"
"1134",2023-06-09,"XBB.1.16.2",1,3.57,3.97,"XBB.1"
"1135",2023-06-09,"XBB.1.4",1,3.57,3.97,"XBB.1"
"1136",2023-06-09,"XBB.1.5.1",1,3.57,3.97,"XBB.1"
"1137",2023-06-09,"XBB.1.5.13",1,3.57,3.97,"XBB.1"
"1138",2023-06-09,"XBB.1.5.15",1,3.57,3.97,"XBB.1"
"1139",2023-06-09,"XBB.1.5.28",1,3.57,3.97,"XBB.1"
"1140",2023-06-09,"XBB.1.5.30",1,3.57,3.97,"XBB.1"
"1141",2023-06-09,"XBB.1.5.31",1,3.57,3.97,"XBB.1"
"1142",2023-06-09,"XBB.1.5.37",1,3.57,3.97,"XBB.1"
"1143",2023-06-09,"XBB.1.9.1",1,3.57,3.97,"XBB.1"
"1144",2023-06-09,"XBB.1.9.2",1,3.57,3.97,"XBB.1"
"1145",2023-06-09,"XBB.2.3.10",1,3.57,3.97,"XBB.2"
"1146",2023-07-25,"EG.1",1,3.33,3.1,"EG.1"
"1147",2023-07-25,"EG.5",1,3.33,3.1,"EG.5"
"1148",2023-07-25,"EG.5.1",1,3.33,4.11,"EG.5"
"1149",2023-07-25,"FD.1.1",1,3.33,3.1,"FD.1"
"1150",2023-07-25,"FE.1.1",1,3.33,4.08,"FE.1"
"1151",2023-07-25,"FK.1.1",1,3.33,3.1,"FK.1"
"1152",2023-07-25,"FL.1",1,3.33,6.07,"FL.1"
"1153",2023-07-25,"FL.2",1,3.33,3.1,"FL.2"
"1154",2023-07-25,"FU.1",1,3.33,3.1,"FU.1"
"1155",2023-07-25,"FU.2",1,3.33,3.1,"FU.2"
"1156",2023-07-25,"FY.1",1,3.33,3.1,"FY.1"
"1157",2023-07-25,"FY.3",1,3.33,3.1,"FY.3"
"1158",2023-07-25,"XBB.1.16",1,3.33,4.08,"XBB.1"
"1159",2023-07-25,"XBB.1.16.1",1,3.33,3.1,"XBB.1"
"1160",2023-07-25,"XBB.1.16.2",1,3.33,3.1,"XBB.1"
"1161",2023-07-25,"XBB.1.16.6",1,3.33,3.1,"XBB.1"
"1162",2023-07-25,"XBB.1.22.1",1,3.33,4.11,"XBB.1"
"1163",2023-07-25,"XBB.1.5",1,3.33,3.1,"XBB.1"
"1164",2023-07-25,"XBB.1.5.18",1,3.33,3.1,"XBB.1"
"1165",2023-07-25,"XBB.1.5.28",1,3.33,3.1,"XBB.1"
"1166",2023-07-25,"XBB.1.5.39",1,3.33,3.1,"XBB.1"
"1167",2023-07-25,"XBB.1.5.4",1,3.33,3.1,"XBB.1"
"1168",2023-07-25,"XBB.1.5.41",1,3.33,3.1,"XBB.1"
"1169",2023-07-25,"XBB.1.5.48",1,3.33,3.1,"XBB.1"
"1170",2023-07-25,"XBB.1.5.59",1,3.33,3.1,"XBB.1"
"1171",2023-07-25,"XBB.1.5.68",1,3.33,3.1,"XBB.1"
"1172",2023-07-25,"XBB.2.3",1,3.33,3.1,"XBB.2"
"1173",2023-07-25,"XBB.2.3.11",1,3.33,3.1,"XBB.2"
"1174",2023-07-25,"XBB.2.3.3",1,3.33,3.1,"XBB.2"
"1175",2023-07-25,"XBC.1.6.3",1,3.33,3.1,"XBC.1"
"1176",2023-07-27,"EG.1",1,3.33,3.1,"EG.1"
"1177",2023-07-27,"EG.5",1,3.33,3.1,"EG.5"
"1178",2023-07-27,"EG.5.1",1,3.33,4.11,"EG.5"
"1179",2023-07-27,"FD.1.1",1,3.33,3.1,"FD.1"
"1180",2023-07-27,"FE.1.1",1,3.33,3.1,"FE.1"
"1181",2023-07-27,"FK.1.1",1,3.33,3.1,"FK.1"
"1182",2023-07-27,"FL.1",1,3.33,4.11,"FL.1"
"1183",2023-07-27,"FL.2",1,3.33,3.1,"FL.2"
"1184",2023-07-27,"FU.1",1,3.33,3.1,"FU.1"
"1185",2023-07-27,"FU.2",1,3.33,3.1,"FU.2"
"1186",2023-07-27,"FY.1",1,3.33,3.1,"FY.1"
"1187",2023-07-27,"FY.3",1,3.33,3.1,"FY.3"
"1188",2023-07-27,"XBB.1.16",1,3.33,4.08,"XBB.1"
"1189",2023-07-27,"XBB.1.16.1",1,3.33,3.1,"XBB.1"
"1190",2023-07-27,"XBB.1.16.2",1,3.33,3.1,"XBB.1"
"1191",2023-07-27,"XBB.1.16.6",1,3.33,6.04,"XBB.1"
"1192",2023-07-27,"XBB.1.22.1",1,3.33,4.11,"XBB.1"
"1193",2023-07-27,"XBB.1.5",1,3.33,3.1,"XBB.1"
"1194",2023-07-27,"XBB.1.5.18",1,3.33,3.1,"XBB.1"
"1195",2023-07-27,"XBB.1.5.28",1,3.33,3.1,"XBB.1"
"1196",2023-07-27,"XBB.1.5.39",1,3.33,3.1,"XBB.1"
"1197",2023-07-27,"XBB.1.5.4",1,3.33,3.1,"XBB.1"
"1198",2023-07-27,"XBB.1.5.41",1,3.33,3.1,"XBB.1"
"1199",2023-07-27,"XBB.1.5.48",1,3.33,3.1,"XBB.1"
"1200",2023-07-27,"XBB.1.5.59",1,3.33,3.1,"XBB.1"
"1201",2023-07-27,"XBB.1.5.68",1,3.33,3.1,"XBB.1"
"1202",2023-07-27,"XBB.2.3",1,3.33,3.1,"XBB.2"
"1203",2023-07-27,"XBB.2.3.11",1,3.33,3.1,"XBB.2"
"1204",2023-07-27,"XBB.2.3.3",1,3.33,3.1,"XBB.2"
"1205",2023-07-27,"XBC.1.6.3",1,3.33,3.1,"XBC.1"
"1206",2023-08-02,"EG.1.4",1,3.33,3.58,"EG.1"
"1207",2023-08-02,"EG.5.1",1,3.33,8.52,"EG.5"
"1208",2023-08-02,"FE.1.1",1,3.33,3.58,"FE.1"
"1209",2023-08-02,"FU.1",1,3.33,3.58,"FU.1"
"1210",2023-08-02,"FU.2",1,3.33,3.58,"FU.2"
"1211",2023-08-02,"FY.1",1,3.33,3.58,"FY.1"
"1212",2023-08-02,"FY.3",1,3.33,3.58,"FY.3"
"1213",2023-08-02,"GE.1",1,3.33,3.58,"GE.1"
"1214",2023-08-02,"Unassigned",1,3.33,3.58,"Unas"
"1215",2023-08-02,"XBB.1.16",1,3.33,4.81,"XBB.1"
"1216",2023-08-02,"XBB.1.5.28",1,3.33,3.58,"XBB.1"
"1217",2023-08-02,"XBB.1.5.37",1,3.33,3.58,"XBB.1"
"1218",2023-08-02,"XBB.1.5.39",1,3.33,3.58,"XBB.1"
"1219",2023-08-02,"XBB.1.5.44",1,3.33,3.58,"XBB.1"
"1220",2023-08-02,"XBB.1.5.55",1,3.33,3.58,"XBB.1"
"1221",2023-08-02,"XBB.1.5.59",1,3.33,3.58,"XBB.1"
"1222",2023-08-02,"XBB.2.3",1,3.33,3.58,"XBB.2"
"1223",2023-08-02,"XBB.2.3.11",1,3.33,3.58,"XBB.2"
"1224",2023-08-02,"XBB.2.3.3",1,3.33,4.81,"XBB.2"
"1225",2023-07-30,"EG.1",1,3.23,NA,"EG.1"
"1226",2023-07-30,"EG.5",1,3.23,5.06,"EG.5"
"1227",2023-07-30,"EG.5.1",1,3.23,4.5,"EG.5"
"1228",2023-07-30,"FD.1.1",1,3.23,NA,"FD.1"
"1229",2023-07-30,"FE.1.1",1,3.23,3.26,"FE.1"
"1230",2023-07-30,"FK.1.1",1,3.23,NA,"FK.1"
"1231",2023-07-30,"FL.1",1,3.23,6.12,"FL.1"
"1232",2023-07-30,"FU.1",1,3.23,4.5,"FU.1"
"1233",2023-07-30,"FU.2",1,3.23,3.26,"FU.2"
"1234",2023-07-30,"FY.1",1,3.23,3.26,"FY.1"
"1235",2023-07-30,"FY.3",1,3.23,4.21,"FY.3"
"1236",2023-07-30,"XBB.1.16",1,3.23,3.26,"XBB.1"
"1237",2023-07-30,"XBB.1.16.1",1,3.23,NA,"XBB.1"
"1238",2023-07-30,"XBB.1.16.2",1,3.23,NA,"XBB.1"
"1239",2023-07-30,"XBB.1.16.6",1,3.23,3.26,"XBB.1"
"1240",2023-07-30,"XBB.1.22.1",1,3.23,3.55,"XBB.1"
"1241",2023-07-30,"XBB.1.5",1,3.23,4.21,"XBB.1"
"1242",2023-07-30,"XBB.1.5.18",1,3.23,NA,"XBB.1"
"1243",2023-07-30,"XBB.1.5.28",1,3.23,3.26,"XBB.1"
"1244",2023-07-30,"XBB.1.5.39",1,3.23,3.26,"XBB.1"
"1245",2023-07-30,"XBB.1.5.4",1,3.23,NA,"XBB.1"
"1246",2023-07-30,"XBB.1.5.41",1,3.23,3.55,"XBB.1"
"1247",2023-07-30,"XBB.1.5.48",1,3.23,NA,"XBB.1"
"1248",2023-07-30,"XBB.1.5.59",1,3.23,3.26,"XBB.1"
"1249",2023-07-30,"XBB.1.5.68",1,3.23,3.55,"XBB.1"
"1250",2023-07-30,"XBB.2.3",1,3.23,3.26,"XBB.2"
"1251",2023-07-30,"XBB.2.3.11",1,3.23,3.26,"XBB.2"
"1252",2023-07-30,"XBB.2.3.3",1,3.23,4.5,"XBB.2"
"1253",2023-07-30,"XBC.1.6.3",1,3.23,NA,"XBC.1"
"1254",2023-08-04,"EG.1.4",1,3.23,3.7,"EG.1"
"1255",2023-08-04,"FE.1.1",1,3.23,3.7,"FE.1"
"1256",2023-08-04,"FL.2",1,3.23,3.7,"FL.2"
"1257",2023-08-04,"FU.1",1,3.23,3.7,"FU.1"
"1258",2023-08-04,"FU.2",1,3.23,3.7,"FU.2"
"1259",2023-08-04,"FY.1",1,3.23,3.7,"FY.1"
"1260",2023-08-04,"GE.1",1,3.23,3.7,"GE.1"
"1261",2023-08-04,"Unassigned",1,3.23,3.7,"Unas"
"1262",2023-08-04,"XBB.1.16",1,3.23,3.7,"XBB.1"
"1263",2023-08-04,"XBB.1.16.6",1,3.23,3.7,"XBB.1"
"1264",2023-08-04,"XBB.1.5.28",1,3.23,3.7,"XBB.1"
"1265",2023-08-04,"XBB.1.5.37",1,3.23,3.7,"XBB.1"
"1266",2023-08-04,"XBB.1.5.39",1,3.23,3.7,"XBB.1"
"1267",2023-08-04,"XBB.1.5.44",1,3.23,3.7,"XBB.1"
"1268",2023-08-04,"XBB.1.5.55",1,3.23,3.7,"XBB.1"
"1269",2023-08-04,"XBB.1.5.59",1,3.23,3.7,"XBB.1"
"1270",2023-08-04,"XBB.1.9.1",1,3.23,3.7,"XBB.1"
"1271",2023-08-04,"XBB.2.3",1,3.23,3.7,"XBB.2"
"1272",2023-08-04,"XBB.2.3.11",1,3.23,3.7,"XBB.2"
"1273",2023-08-04,"XBB.2.3.3",1,3.23,4.94,"XBB.2"
"1274",2023-07-26,"EG.1",1,3.03,3.23,"EG.1"
"1275",2023-07-26,"EG.5",1,3.03,3.23,"EG.5"
"1276",2023-07-26,"FD.1.1",1,3.03,3.23,"FD.1"
"1277",2023-07-26,"FE.1.1",1,3.03,3.23,"FE.1"
"1278",2023-07-26,"FK.1.1",1,3.03,3.23,"FK.1"
"1279",2023-07-26,"FL.2",1,3.03,3.23,"FL.2"
"1280",2023-07-26,"FU.1",1,3.03,3.23,"FU.1"
"1281",2023-07-26,"FU.2",1,3.03,3.23,"FU.2"
"1282",2023-07-26,"FY.1",1,3.03,3.23,"FY.1"
"1283",2023-07-26,"FY.3",1,3.03,3.23,"FY.3"
"1284",2023-07-26,"XBB.1.16",1,3.03,3.23,"XBB.1"
"1285",2023-07-26,"XBB.1.16.1",1,3.03,3.23,"XBB.1"
"1286",2023-07-26,"XBB.1.16.2",1,3.03,3.23,"XBB.1"
"1287",2023-07-26,"XBB.1.16.6",1,3.03,3.23,"XBB.1"
"1288",2023-07-26,"XBB.1.5",1,3.03,3.23,"XBB.1"
"1289",2023-07-26,"XBB.1.5.18",1,3.03,3.23,"XBB.1"
"1290",2023-07-26,"XBB.1.5.28",1,3.03,3.23,"XBB.1"
"1291",2023-07-26,"XBB.1.5.39",1,3.03,3.23,"XBB.1"
"1292",2023-07-26,"XBB.1.5.4",1,3.03,3.23,"XBB.1"
"1293",2023-07-26,"XBB.1.5.41",1,3.03,3.23,"XBB.1"
"1294",2023-07-26,"XBB.1.5.48",1,3.03,3.23,"XBB.1"
"1295",2023-07-26,"XBB.1.5.59",1,3.03,3.23,"XBB.1"
"1296",2023-07-26,"XBB.1.5.68",1,3.03,3.23,"XBB.1"
"1297",2023-07-26,"XBB.2.3",1,3.03,3.23,"XBB.2"
"1298",2023-07-26,"XBB.2.3.11",1,3.03,3.23,"XBB.2"
"1299",2023-07-26,"XBB.2.3.3",1,3.03,3.23,"XBB.2"
"1300",2023-07-26,"XBC.1.6.3",1,3.03,3.23,"XBC.1"
"1301",2023-07-24,"EG.1",1,2.94,3.94,"EG.1"
"1302",2023-07-24,"EG.5",1,2.94,4.65,"EG.5"
"1303",2023-07-24,"EG.5.1",1,2.94,3.94,"EG.5"
"1304",2023-07-24,"FD.1.1",1,2.94,NA,"FD.1"
"1305",2023-07-24,"FK.1.1",1,2.94,3.94,"FK.1"
"1306",2023-07-24,"FL.2",1,2.94,3.94,"FL.2"
"1307",2023-07-24,"FU.1",1,2.94,3.94,"FU.1"
"1308",2023-07-24,"FU.2",1,2.94,4.17,"FU.2"
"1309",2023-07-24,"FY.1",1,2.94,NA,"FY.1"
"1310",2023-07-24,"FY.3",1,2.94,4.65,"FY.3"
"1311",2023-07-24,"XBB.1.16.1",1,2.94,3.94,"XBB.1"
"1312",2023-07-24,"XBB.1.16.2",1,2.94,3.42,"XBB.1"
"1313",2023-07-24,"XBB.1.16.6",1,2.94,3.94,"XBB.1"
"1314",2023-07-24,"XBB.1.22.1",1,2.94,4.05,"XBB.1"
"1315",2023-07-24,"XBB.1.5",1,2.94,3.94,"XBB.1"
"1316",2023-07-24,"XBB.1.5.18",1,2.94,NA,"XBB.1"
"1317",2023-07-24,"XBB.1.5.28",1,2.94,3.42,"XBB.1"
"1318",2023-07-24,"XBB.1.5.39",1,2.94,NA,"XBB.1"
"1319",2023-07-24,"XBB.1.5.4",1,2.94,NA,"XBB.1"
"1320",2023-07-24,"XBB.1.5.41",1,2.94,NA,"XBB.1"
"1321",2023-07-24,"XBB.1.5.48",1,2.94,3.94,"XBB.1"
"1322",2023-07-24,"XBB.1.5.59",1,2.94,3.94,"XBB.1"
"1323",2023-07-24,"XBB.1.5.68",1,2.94,NA,"XBB.1"
"1324",2023-07-24,"XBB.2.3",1,2.94,3.94,"XBB.2"
"1325",2023-07-24,"XBB.2.3.11",1,2.94,NA,"XBB.2"
"1326",2023-07-24,"XBB.2.3.3",1,2.94,3.94,"XBB.2"
"1327",2023-07-24,"XBC.1.6.3",1,2.94,NA,"XBC.1"
"1328",2023-07-28,"EG.1",1,2.94,3.04,"EG.1"
"1329",2023-07-28,"EG.5",1,2.94,3.04,"EG.5"
"1330",2023-07-28,"EG.5.1",1,2.94,3.04,"EG.5"
"1331",2023-07-28,"FD.1.1",1,2.94,3.04,"FD.1"
"1332",2023-07-28,"FE.1.1",1,2.94,3.04,"FE.1"
"1333",2023-07-28,"FK.1.1",1,2.94,3.04,"FK.1"
"1334",2023-07-28,"FL.1",1,2.94,5.9,"FL.1"
"1335",2023-07-28,"FL.2",1,2.94,3.04,"FL.2"
"1336",2023-07-28,"FU.1",1,2.94,3.04,"FU.1"
"1337",2023-07-28,"FU.2",1,2.94,3.04,"FU.2"
"1338",2023-07-28,"FY.1",1,2.94,3.04,"FY.1"
"1339",2023-07-28,"FY.3",1,2.94,3.99,"FY.3"
"1340",2023-07-28,"XBB.1.16.1",1,2.94,3.04,"XBB.1"
"1341",2023-07-28,"XBB.1.16.2",1,2.94,3.04,"XBB.1"
"1342",2023-07-28,"XBB.1.22.1",1,2.94,3.04,"XBB.1"
"1343",2023-07-28,"XBB.1.5",1,2.94,3.99,"XBB.1"
"1344",2023-07-28,"XBB.1.5.18",1,2.94,3.04,"XBB.1"
"1345",2023-07-28,"XBB.1.5.28",1,2.94,3.04,"XBB.1"
"1346",2023-07-28,"XBB.1.5.39",1,2.94,3.04,"XBB.1"
"1347",2023-07-28,"XBB.1.5.4",1,2.94,3.04,"XBB.1"
"1348",2023-07-28,"XBB.1.5.41",1,2.94,3.04,"XBB.1"
"1349",2023-07-28,"XBB.1.5.48",1,2.94,3.04,"XBB.1"
"1350",2023-07-28,"XBB.1.5.59",1,2.94,3.04,"XBB.1"
"1351",2023-07-28,"XBB.1.5.68",1,2.94,3.04,"XBB.1"
"1352",2023-07-28,"XBB.2.3",1,2.94,3.04,"XBB.2"
"1353",2023-07-28,"XBB.2.3.11",1,2.94,3.04,"XBB.2"
"1354",2023-07-28,"XBB.2.3.3",1,2.94,3.04,"XBB.2"
"1355",2023-07-28,"XBC.1.6.3",1,2.94,3.04,"XBC.1"
"1356",2023-07-29,"EG.1",1,2.86,3.01,"EG.1"
"1357",2023-07-29,"EG.5",1,2.86,3.01,"EG.5"
"1358",2023-07-29,"EG.5.1",1,2.86,3.01,"EG.5"
"1359",2023-07-29,"FD.1.1",1,2.86,3.01,"FD.1"
"1360",2023-07-29,"FE.1.1",1,2.86,3.01,"FE.1"
"1361",2023-07-29,"FK.1.1",1,2.86,3.01,"FK.1"
"1362",2023-07-29,"FL.2",1,2.86,4.08,"FL.2"
"1363",2023-07-29,"FU.1",1,2.86,3.01,"FU.1"
"1364",2023-07-29,"FU.2",1,2.86,3.01,"FU.2"
"1365",2023-07-29,"FY.1",1,2.86,3.01,"FY.1"
"1366",2023-07-29,"XBB.1.16",1,2.86,3.99,"XBB.1"
"1367",2023-07-29,"XBB.1.16.1",1,2.86,3.01,"XBB.1"
"1368",2023-07-29,"XBB.1.16.2",1,2.86,3.01,"XBB.1"
"1369",2023-07-29,"XBB.1.16.6",1,2.86,5.95,"XBB.1"
"1370",2023-07-29,"XBB.1.22.1",1,2.86,3.01,"XBB.1"
"1371",2023-07-29,"XBB.1.5.18",1,2.86,3.01,"XBB.1"
"1372",2023-07-29,"XBB.1.5.28",1,2.86,3.01,"XBB.1"
"1373",2023-07-29,"XBB.1.5.39",1,2.86,3.01,"XBB.1"
"1374",2023-07-29,"XBB.1.5.4",1,2.86,3.01,"XBB.1"
"1375",2023-07-29,"XBB.1.5.41",1,2.86,3.01,"XBB.1"
"1376",2023-07-29,"XBB.1.5.48",1,2.86,3.01,"XBB.1"
"1377",2023-07-29,"XBB.1.5.59",1,2.86,3.01,"XBB.1"
"1378",2023-07-29,"XBB.1.5.68",1,2.86,3.01,"XBB.1"
"1379",2023-07-29,"XBB.2.3",1,2.86,3.01,"XBB.2"
"1380",2023-07-29,"XBB.2.3.11",1,2.86,3.01,"XBB.2"
"1381",2023-07-29,"XBB.2.3.3",1,2.86,3.01,"XBB.2"
"1382",2023-07-29,"XBC.1.6.3",1,2.86,3.01,"XBC.1"
