"","Collection.date","pango_lineage","n","freq","movavg","ShortLin"
"1",2023-06-01,"XBB.1.5",4,21.05,NA,"XBB.1"
"2",2023-08-10,"EG.5.1",5,20.83,10.36,"EG.5"
"3",2023-06-27,"XBB.1.9.1",4,19.05,10.27,"XBB.1"
"4",2023-06-12,"XBB.1.5",3,17.65,11.38,"XBB.1"
"5",2023-06-01,"XBB.1.9.1",3,15.79,NA,"XBB.1"
"6",2023-07-03,"XBB.1.16",2,14.29,9.29,"XBB.1"
"7",2023-07-07,"XBB.1.9.1",2,14.29,9.89,"XBB.1"
"8",2023-06-04,"XBB.1.5.30",2,13.33,8.16,"XBB.1"
"9",2023-06-14,"EG.5.1",2,13.33,8.91,"EG.5"
"10",2023-08-04,"EG.5.1",4,12.9,9.39,"EG.5"
"11",2023-06-13,"XBB.1.5",2,12.5,12.27,"XBB.1"
"12",2023-06-13,"XBB.1.5.59",2,12.5,8.35,"XBB.1"
"13",2023-06-25,"XBB.1.5.59",2,12.5,8.35,"XBB.1"
"14",2023-08-08,"FL.1",3,12.5,7.35,"FL.1"
"15",2023-08-08,"XBB.1.16",3,12.5,7.35,"XBB.1"
"16",2023-06-12,"XBB.1.5.1",2,11.76,7.34,"XBB.1"
"17",2023-07-28,"XBB.1.16.6",4,11.76,5.98,"XBB.1"
"18",2023-06-06,"XBB.1.5",3,11.54,8.75,"XBB.1"
"19",2023-07-29,"FL.1",4,11.43,5.87,"FL.1"
"20",2023-06-29,"XBB.1.5.10",2,11.11,7.52,"XBB.1"
"21",2023-06-30,"XBB.1.16",2,11.11,7.52,"XBB.1"
"22",2023-08-01,"EG.5.1",3,11.11,7.28,"EG.5"
"23",2023-08-03,"EG.5.1",3,11.11,9.11,"EG.5"
"24",2023-06-07,"XBB.1.5",3,10.71,8.81,"XBB.1"
"25",2023-07-13,"XBB.1.5.5",2,10.53,7.12,"XBB.1"
"26",2023-07-14,"XBB.1.16.1",2,10.53,7.12,"XBB.1"
"27",2023-07-22,"EG.5.1",2,10.53,7.22,"EG.5"
"28",2023-08-02,"FL.1",3,10,5.8,"FL.1"
"29",2023-08-09,"XBB.1.16.6",2,10,6.11,"XBB.1"
"30",2023-08-04,"FL.1",3,9.68,5.85,"FL.1"
"31",2023-06-27,"XBB.1.5.55",2,9.52,7.09,"XBB.1"
"32",2023-08-07,"EG.5",2,9.09,5.5,"EG.5"
"33",2023-08-07,"EG.5.1",2,9.09,7.04,"EG.5"
"34",2023-08-07,"XBB.1.9.2",2,9.09,6.27,"XBB.1"
"35",2023-07-24,"FL.1",3,8.82,5.9,"FL.1"
"36",2023-08-08,"EG.5.1",2,8.33,7.47,"EG.5"
"37",2023-08-10,"XBB.1.5",2,8.33,6.2,"XBB.1"
"38",2023-06-05,"XBB.1.5.1",2,8,NA,"XBB.1"
"39",2023-06-11,"XBB.1.16",2,8,6.02,"XBB.1"
"40",2023-07-04,"BQ.1.12",1,7.69,7.51,"BQ.1"
"41",2023-07-04,"EG.5",1,7.69,7.51,"EG.5"
"42",2023-07-04,"EG.5.1",1,7.69,7.51,"EG.5"
"43",2023-07-04,"FL.4",1,7.69,7.51,"FL.4"
"44",2023-07-04,"FY.3",1,7.69,7.51,"FY.3"
"45",2023-07-04,"XBB.1.16",1,7.69,9.89,"XBB.1"
"46",2023-07-04,"XBB.1.16.1",1,7.69,7.51,"XBB.1"
"47",2023-07-04,"XBB.1.5",1,7.69,7.51,"XBB.1"
"48",2023-07-04,"XBB.1.5.10",1,7.69,7.51,"XBB.1"
"49",2023-07-04,"XBB.1.5.59",1,7.69,7.51,"XBB.1"
"50",2023-07-04,"XBB.1.9.1",1,7.69,7.51,"XBB.1"
"51",2023-07-04,"XBB.1.9.2",1,7.69,7.51,"XBB.1"
"52",2023-07-04,"XBB.2.3",1,7.69,7.51,"XBB.2"
"53",2023-07-05,"BQ.1.12",1,7.69,7.69,"BQ.1"
"54",2023-07-05,"EG.5",1,7.69,7.69,"EG.5"
"55",2023-07-05,"EG.5.1",1,7.69,7.69,"EG.5"
"56",2023-07-05,"FL.4",1,7.69,7.69,"FL.4"
"57",2023-07-05,"FY.3",1,7.69,7.69,"FY.3"
"58",2023-07-05,"XBB.1.16",1,7.69,7.69,"XBB.1"
"59",2023-07-05,"XBB.1.16.1",1,7.69,7.69,"XBB.1"
"60",2023-07-05,"XBB.1.5",1,7.69,7.69,"XBB.1"
"61",2023-07-05,"XBB.1.5.10",1,7.69,7.69,"XBB.1"
"62",2023-07-05,"XBB.1.5.59",1,7.69,7.69,"XBB.1"
"63",2023-07-05,"XBB.1.9.1",1,7.69,7.69,"XBB.1"
"64",2023-07-05,"XBB.1.9.2",1,7.69,7.69,"XBB.1"
"65",2023-07-05,"XBB.2.3",1,7.69,7.69,"XBB.2"
"66",2023-07-06,"BQ.1.12",1,7.69,7.51,"BQ.1"
"67",2023-07-06,"EG.5",1,7.69,7.51,"EG.5"
"68",2023-07-06,"EG.5.1",1,7.69,7.51,"EG.5"
"69",2023-07-06,"FL.4",1,7.69,7.51,"FL.4"
"70",2023-07-06,"FY.3",1,7.69,7.51,"FY.3"
"71",2023-07-06,"XBB.1.16",1,7.69,7.51,"XBB.1"
"72",2023-07-06,"XBB.1.16.1",1,7.69,7.51,"XBB.1"
"73",2023-07-06,"XBB.1.5",1,7.69,7.51,"XBB.1"
"74",2023-07-06,"XBB.1.5.10",1,7.69,7.51,"XBB.1"
"75",2023-07-06,"XBB.1.5.59",1,7.69,7.51,"XBB.1"
"76",2023-07-06,"XBB.1.9.1",1,7.69,9.89,"XBB.1"
"77",2023-07-06,"XBB.1.9.2",1,7.69,7.51,"XBB.1"
"78",2023-07-06,"XBB.2.3",1,7.69,7.51,"XBB.2"
"79",2023-07-08,"BQ.1.12",1,7.69,7.51,"BQ.1"
"80",2023-07-08,"EG.5",1,7.69,7.51,"EG.5"
"81",2023-07-08,"EG.5.1",1,7.69,7.51,"EG.5"
"82",2023-07-08,"FL.4",1,7.69,7.51,"FL.4"
"83",2023-07-08,"FY.3",1,7.69,7.51,"FY.3"
"84",2023-07-08,"XBB.1.16",1,7.69,7.51,"XBB.1"
"85",2023-07-08,"XBB.1.16.1",1,7.69,7.51,"XBB.1"
"86",2023-07-08,"XBB.1.5",1,7.69,7.51,"XBB.1"
"87",2023-07-08,"XBB.1.5.10",1,7.69,7.51,"XBB.1"
"88",2023-07-08,"XBB.1.5.59",1,7.69,7.51,"XBB.1"
"89",2023-07-08,"XBB.1.9.1",1,7.69,9.89,"XBB.1"
"90",2023-07-08,"XBB.1.9.2",1,7.69,7.51,"XBB.1"
"91",2023-07-08,"XBB.2.3",1,7.69,7.51,"XBB.2"
"92",2023-07-09,"BQ.1.12",1,7.69,NA,"BQ.1"
"93",2023-07-09,"EG.5",1,7.69,6.11,"EG.5"
"94",2023-07-09,"EG.5.1",1,7.69,6.98,"EG.5"
"95",2023-07-09,"FL.4",1,7.69,NA,"FL.4"
"96",2023-07-09,"FY.3",1,7.69,6.11,"FY.3"
"97",2023-07-09,"XBB.1.16",1,7.69,6.98,"XBB.1"
"98",2023-07-09,"XBB.1.16.1",1,7.69,6.98,"XBB.1"
"99",2023-07-09,"XBB.1.5",1,7.69,6.98,"XBB.1"
"100",2023-07-09,"XBB.1.5.10",1,7.69,6.98,"XBB.1"
"101",2023-07-09,"XBB.1.5.59",1,7.69,6.98,"XBB.1"
"102",2023-07-09,"XBB.1.9.1",1,7.69,6.98,"XBB.1"
"103",2023-07-09,"XBB.1.9.2",1,7.69,6.98,"XBB.1"
"104",2023-07-09,"XBB.2.3",1,7.69,6.98,"XBB.2"
"105",2023-07-31,"EG.5.1",2,7.41,7.25,"EG.5"
"106",2023-07-31,"FU.1",2,7.41,4.78,"FU.1"
"107",2023-07-31,"XBB.2.3.3",2,7.41,4.78,"XBB.2"
"108",2023-08-01,"XBB.1.16",2,7.41,4.81,"XBB.1"
"109",2023-08-03,"XBB.2.3.3",2,7.41,4.66,"XBB.2"
"110",2023-08-06,"GE.1",2,7.41,NA,"GE.1"
"111",2023-08-06,"XBB.1.16",2,7.41,5.38,"XBB.1"
"112",2023-08-06,"XBB.1.5",2,7.41,5.38,"XBB.1"
"113",2023-06-02,"EG.1",1,7.14,6.51,"EG.1"
"114",2023-06-02,"EG.5",1,7.14,6.51,"EG.5"
"115",2023-06-02,"FL.1",1,7.14,6.51,"FL.1"
"116",2023-06-02,"FU.1",1,7.14,6.51,"FU.1"
"117",2023-06-02,"XBB.1.16",1,7.14,6.51,"XBB.1"
"118",2023-06-02,"XBB.1.16.1",1,7.14,6.51,"XBB.1"
"119",2023-06-02,"XBB.1.28",1,7.14,6.51,"XBB.1"
"120",2023-06-02,"XBB.1.5",1,7.14,11.78,"XBB.1"
"121",2023-06-02,"XBB.1.5.10",1,7.14,6.51,"XBB.1"
"122",2023-06-02,"XBB.1.5.16",1,7.14,6.51,"XBB.1"
"123",2023-06-02,"XBB.1.5.30",1,7.14,6.51,"XBB.1"
"124",2023-06-02,"XBB.1.9.1",1,7.14,10.02,"XBB.1"
"125",2023-06-02,"XBB.1.9.2",1,7.14,6.51,"XBB.1"
"126",2023-06-02,"XBB.2.3.2",1,7.14,6.51,"XBB.2"
"127",2023-06-03,"EG.1",1,7.14,6.98,"EG.1"
"128",2023-06-03,"EG.5",1,7.14,6.98,"EG.5"
"129",2023-06-03,"FL.1",1,7.14,6.98,"FL.1"
"130",2023-06-03,"FU.1",1,7.14,6.98,"FU.1"
"131",2023-06-03,"XBB.1.16",1,7.14,6.98,"XBB.1"
"132",2023-06-03,"XBB.1.16.1",1,7.14,6.98,"XBB.1"
"133",2023-06-03,"XBB.1.28",1,7.14,6.98,"XBB.1"
"134",2023-06-03,"XBB.1.5",1,7.14,6.98,"XBB.1"
"135",2023-06-03,"XBB.1.5.10",1,7.14,6.98,"XBB.1"
"136",2023-06-03,"XBB.1.5.16",1,7.14,6.98,"XBB.1"
"137",2023-06-03,"XBB.1.5.30",1,7.14,9.2,"XBB.1"
"138",2023-06-03,"XBB.1.9.1",1,7.14,6.98,"XBB.1"
"139",2023-06-03,"XBB.1.9.2",1,7.14,6.98,"XBB.1"
"140",2023-06-03,"XBB.2.3.2",1,7.14,6.98,"XBB.2"
"141",2023-06-07,"EG.5.1",2,7.14,5.05,"EG.5"
"142",2023-06-07,"XBB.1.9.1",2,7.14,5.05,"XBB.1"
"143",2023-06-09,"DV.1",2,7.14,5.16,"DV.1"
"144",2023-06-09,"XBB.1.16",2,7.14,5.16,"XBB.1"
"145",2023-06-09,"XBB.1.5",2,7.14,5.16,"XBB.1"
"146",2023-06-09,"XBB.1.5.59",2,7.14,5.16,"XBB.1"
"147",2023-06-15,"DV.1",1,7.14,6.98,"DV.1"
"148",2023-06-15,"EG.5.1",1,7.14,9.2,"EG.5"
"149",2023-06-15,"FL.1",1,7.14,6.98,"FL.1"
"150",2023-06-15,"XBB.1.4",1,7.14,6.98,"XBB.1"
"151",2023-06-15,"XBB.1.5",1,7.14,6.98,"XBB.1"
"152",2023-06-15,"XBB.1.5.1",1,7.14,6.98,"XBB.1"
"153",2023-06-15,"XBB.1.5.10",1,7.14,6.98,"XBB.1"
"154",2023-06-15,"XBB.1.5.11",1,7.14,6.98,"XBB.1"
"155",2023-06-15,"XBB.1.5.52",1,7.14,6.98,"XBB.1"
"156",2023-06-15,"XBB.1.5.59",1,7.14,6.98,"XBB.1"
"157",2023-06-15,"XBB.1.9.1",1,7.14,6.98,"XBB.1"
"158",2023-06-15,"XBB.2.3",1,7.14,6.98,"XBB.2"
"159",2023-06-15,"XBB.2.3.10",1,7.14,6.98,"XBB.2"
"160",2023-06-15,"XBB.2.3.2",1,7.14,6.98,"XBB.2"
"161",2023-06-16,"DV.1",1,7.14,7.14,"DV.1"
"162",2023-06-16,"EG.5.1",1,7.14,7.14,"EG.5"
"163",2023-06-16,"FL.1",1,7.14,7.14,"FL.1"
"164",2023-06-16,"XBB.1.4",1,7.14,7.14,"XBB.1"
"165",2023-06-16,"XBB.1.5",1,7.14,7.14,"XBB.1"
"166",2023-06-16,"XBB.1.5.1",1,7.14,7.14,"XBB.1"
"167",2023-06-16,"XBB.1.5.10",1,7.14,7.14,"XBB.1"
"168",2023-06-16,"XBB.1.5.11",1,7.14,7.14,"XBB.1"
"169",2023-06-16,"XBB.1.5.52",1,7.14,7.14,"XBB.1"
"170",2023-06-16,"XBB.1.5.59",1,7.14,7.14,"XBB.1"
"171",2023-06-16,"XBB.1.9.1",1,7.14,7.14,"XBB.1"
"172",2023-06-16,"XBB.2.3",1,7.14,7.14,"XBB.2"
"173",2023-06-16,"XBB.2.3.10",1,7.14,7.14,"XBB.2"
"174",2023-06-16,"XBB.2.3.2",1,7.14,7.14,"XBB.2"
"175",2023-06-17,"DV.1",1,7.14,7.14,"DV.1"
"176",2023-06-17,"EG.5.1",1,7.14,7.14,"EG.5"
"177",2023-06-17,"FL.1",1,7.14,7.14,"FL.1"
"178",2023-06-17,"XBB.1.4",1,7.14,7.14,"XBB.1"
"179",2023-06-17,"XBB.1.5",1,7.14,7.14,"XBB.1"
"180",2023-06-17,"XBB.1.5.1",1,7.14,7.14,"XBB.1"
"181",2023-06-17,"XBB.1.5.10",1,7.14,7.14,"XBB.1"
"182",2023-06-17,"XBB.1.5.11",1,7.14,7.14,"XBB.1"
"183",2023-06-17,"XBB.1.5.52",1,7.14,7.14,"XBB.1"
"184",2023-06-17,"XBB.1.5.59",1,7.14,7.14,"XBB.1"
"185",2023-06-17,"XBB.1.9.1",1,7.14,7.14,"XBB.1"
"186",2023-06-17,"XBB.2.3",1,7.14,7.14,"XBB.2"
"187",2023-06-17,"XBB.2.3.10",1,7.14,7.14,"XBB.2"
"188",2023-06-17,"XBB.2.3.2",1,7.14,7.14,"XBB.2"
"189",2023-06-18,"DV.1",1,7.14,NA,"DV.1"
"190",2023-06-18,"EG.5.1",1,7.14,6.98,"EG.5"
"191",2023-06-18,"FL.1",1,7.14,6.61,"FL.1"
"192",2023-06-18,"XBB.1.4",1,7.14,NA,"XBB.1"
"193",2023-06-18,"XBB.1.5",1,7.14,6.98,"XBB.1"
"194",2023-06-18,"XBB.1.5.1",1,7.14,6.98,"XBB.1"
"195",2023-06-18,"XBB.1.5.10",1,7.14,6.98,"XBB.1"
"196",2023-06-18,"XBB.1.5.11",1,7.14,NA,"XBB.1"
"197",2023-06-18,"XBB.1.5.52",1,7.14,NA,"XBB.1"
"198",2023-06-18,"XBB.1.5.59",1,7.14,6.98,"XBB.1"
"199",2023-06-18,"XBB.1.9.1",1,7.14,6.98,"XBB.1"
"200",2023-06-18,"XBB.2.3",1,7.14,6.98,"XBB.2"
"201",2023-06-18,"XBB.2.3.10",1,7.14,NA,"XBB.2"
"202",2023-06-18,"XBB.2.3.2",1,7.14,6.72,"XBB.2"
"203",2023-07-03,"BQ.1.12",1,7.14,NA,"BQ.1"
"204",2023-07-03,"EG.5",1,7.14,6.28,"EG.5"
"205",2023-07-03,"EG.5.1",1,7.14,6.9,"EG.5"
"206",2023-07-03,"FL.4",1,7.14,6.9,"FL.4"
"207",2023-07-03,"FY.3",1,7.14,6.28,"FY.3"
"208",2023-07-03,"XBB.1.16.1",1,7.14,6.9,"XBB.1"
"209",2023-07-03,"XBB.1.5",1,7.14,6.9,"XBB.1"
"210",2023-07-03,"XBB.1.5.10",1,7.14,6.9,"XBB.1"
"211",2023-07-03,"XBB.1.5.59",1,7.14,6.9,"XBB.1"
"212",2023-07-03,"XBB.1.9.1",1,7.14,6.9,"XBB.1"
"213",2023-07-03,"XBB.1.9.2",1,7.14,6.9,"XBB.1"
"214",2023-07-03,"XBB.2.3",1,7.14,6.9,"XBB.2"
"215",2023-07-07,"BQ.1.12",1,7.14,7.51,"BQ.1"
"216",2023-07-07,"EG.5",1,7.14,7.51,"EG.5"
"217",2023-07-07,"EG.5.1",1,7.14,7.51,"EG.5"
"218",2023-07-07,"FL.4",1,7.14,7.51,"FL.4"
"219",2023-07-07,"FY.3",1,7.14,7.51,"FY.3"
"220",2023-07-07,"XBB.1.16",1,7.14,7.51,"XBB.1"
"221",2023-07-07,"XBB.1.16.1",1,7.14,7.51,"XBB.1"
"222",2023-07-07,"XBB.1.5",1,7.14,7.51,"XBB.1"
"223",2023-07-07,"XBB.1.5.10",1,7.14,7.51,"XBB.1"
"224",2023-07-07,"XBB.1.5.59",1,7.14,7.51,"XBB.1"
"225",2023-07-07,"XBB.1.9.2",1,7.14,7.51,"XBB.1"
"226",2023-07-07,"XBB.2.3",1,7.14,7.51,"XBB.2"
"227",2023-06-04,"EG.1",1,6.67,5.94,"EG.1"
"228",2023-06-04,"EG.5",1,6.67,5.94,"EG.5"
"229",2023-06-04,"FL.1",1,6.67,5.94,"FL.1"
"230",2023-06-04,"FU.1",1,6.67,6.56,"FU.1"
"231",2023-06-04,"XBB.1.16",1,6.67,5.94,"XBB.1"
"232",2023-06-04,"XBB.1.16.1",1,6.67,5.94,"XBB.1"
"233",2023-06-04,"XBB.1.28",1,6.67,NA,"XBB.1"
"234",2023-06-04,"XBB.1.5",1,6.67,5.94,"XBB.1"
"235",2023-06-04,"XBB.1.5.10",1,6.67,6.56,"XBB.1"
"236",2023-06-04,"XBB.1.5.16",1,6.67,NA,"XBB.1"
"237",2023-06-04,"XBB.1.9.1",1,6.67,5.94,"XBB.1"
"238",2023-06-04,"XBB.1.9.2",1,6.67,5.94,"XBB.1"
"239",2023-06-04,"XBB.2.3.2",1,6.67,6.56,"XBB.2"
"240",2023-06-14,"DV.1",1,6.67,6.69,"DV.1"
"241",2023-06-14,"FL.1",1,6.67,6.69,"FL.1"
"242",2023-06-14,"XBB.1.4",1,6.67,6.69,"XBB.1"
"243",2023-06-14,"XBB.1.5",1,6.67,8.77,"XBB.1"
"244",2023-06-14,"XBB.1.5.1",1,6.67,6.69,"XBB.1"
"245",2023-06-14,"XBB.1.5.10",1,6.67,6.69,"XBB.1"
"246",2023-06-14,"XBB.1.5.11",1,6.67,6.69,"XBB.1"
"247",2023-06-14,"XBB.1.5.52",1,6.67,6.69,"XBB.1"
"248",2023-06-14,"XBB.1.5.59",1,6.67,8.77,"XBB.1"
"249",2023-06-14,"XBB.1.9.1",1,6.67,6.69,"XBB.1"
"250",2023-06-14,"XBB.2.3",1,6.67,6.69,"XBB.2"
"251",2023-06-14,"XBB.2.3.10",1,6.67,6.69,"XBB.2"
"252",2023-06-14,"XBB.2.3.2",1,6.67,6.69,"XBB.2"
"253",2023-06-19,"EG.5.1",1,6.67,6.83,"EG.5"
"254",2023-06-19,"FL.3.2",1,6.67,NA,"FL.3"
"255",2023-06-19,"FL.9",1,6.67,NA,"FL.9"
"256",2023-06-19,"FU.2",1,6.67,NA,"FU.2"
"257",2023-06-19,"GB.1",1,6.67,NA,"GB.1"
"258",2023-06-19,"XBB.1.22.1",1,6.67,NA,"XBB.1"
"259",2023-06-19,"XBB.1.5",1,6.67,6.83,"XBB.1"
"260",2023-06-19,"XBB.1.5.1",1,6.67,6.83,"XBB.1"
"261",2023-06-19,"XBB.1.5.10",1,6.67,6.83,"XBB.1"
"262",2023-06-19,"XBB.1.5.15",1,6.67,5.78,"XBB.1"
"263",2023-06-19,"XBB.1.5.49",1,6.67,NA,"XBB.1"
"264",2023-06-19,"XBB.1.5.59",1,6.67,6.83,"XBB.1"
"265",2023-06-19,"XBB.1.5.66",1,6.67,NA,"XBB.1"
"266",2023-06-19,"XBB.1.9.1",1,6.67,6.83,"XBB.1"
"267",2023-06-19,"XBB.2.3",1,6.67,6.83,"XBB.2"
"268",2023-06-20,"EG.5.1",1,6.67,6.67,"EG.5"
"269",2023-06-20,"FL.3.2",1,6.67,6.67,"FL.3"
"270",2023-06-20,"FL.9",1,6.67,6.67,"FL.9"
"271",2023-06-20,"FU.2",1,6.67,6.67,"FU.2"
"272",2023-06-20,"GB.1",1,6.67,6.67,"GB.1"
"273",2023-06-20,"XBB.1.22.1",1,6.67,6.67,"XBB.1"
"274",2023-06-20,"XBB.1.5",1,6.67,6.67,"XBB.1"
"275",2023-06-20,"XBB.1.5.1",1,6.67,6.67,"XBB.1"
"276",2023-06-20,"XBB.1.5.10",1,6.67,6.67,"XBB.1"
"277",2023-06-20,"XBB.1.5.15",1,6.67,6.67,"XBB.1"
"278",2023-06-20,"XBB.1.5.49",1,6.67,6.67,"XBB.1"
"279",2023-06-20,"XBB.1.5.59",1,6.67,6.67,"XBB.1"
"280",2023-06-20,"XBB.1.5.66",1,6.67,6.67,"XBB.1"
"281",2023-06-20,"XBB.1.9.1",1,6.67,6.67,"XBB.1"
"282",2023-06-20,"XBB.2.3",1,6.67,6.67,"XBB.2"
"283",2023-06-21,"EG.5.1",1,6.67,6.67,"EG.5"
"284",2023-06-21,"FL.3.2",1,6.67,6.67,"FL.3"
"285",2023-06-21,"FL.9",1,6.67,6.67,"FL.9"
"286",2023-06-21,"FU.2",1,6.67,6.67,"FU.2"
"287",2023-06-21,"GB.1",1,6.67,6.67,"GB.1"
"288",2023-06-21,"XBB.1.22.1",1,6.67,6.67,"XBB.1"
"289",2023-06-21,"XBB.1.5",1,6.67,6.67,"XBB.1"
"290",2023-06-21,"XBB.1.5.1",1,6.67,6.67,"XBB.1"
"291",2023-06-21,"XBB.1.5.10",1,6.67,6.67,"XBB.1"
"292",2023-06-21,"XBB.1.5.15",1,6.67,6.67,"XBB.1"
"293",2023-06-21,"XBB.1.5.49",1,6.67,6.67,"XBB.1"
"294",2023-06-21,"XBB.1.5.59",1,6.67,6.67,"XBB.1"
"295",2023-06-21,"XBB.1.5.66",1,6.67,6.67,"XBB.1"
"296",2023-06-21,"XBB.1.9.1",1,6.67,6.67,"XBB.1"
"297",2023-06-21,"XBB.2.3",1,6.67,6.67,"XBB.2"
"298",2023-06-22,"EG.5.1",1,6.67,6.67,"EG.5"
"299",2023-06-22,"FL.3.2",1,6.67,6.67,"FL.3"
"300",2023-06-22,"FL.9",1,6.67,6.67,"FL.9"
"301",2023-06-22,"FU.2",1,6.67,6.67,"FU.2"
"302",2023-06-22,"GB.1",1,6.67,6.67,"GB.1"
"303",2023-06-22,"XBB.1.22.1",1,6.67,6.67,"XBB.1"
"304",2023-06-22,"XBB.1.5",1,6.67,6.67,"XBB.1"
"305",2023-06-22,"XBB.1.5.1",1,6.67,6.67,"XBB.1"
"306",2023-06-22,"XBB.1.5.10",1,6.67,6.67,"XBB.1"
"307",2023-06-22,"XBB.1.5.15",1,6.67,6.67,"XBB.1"
"308",2023-06-22,"XBB.1.5.49",1,6.67,6.67,"XBB.1"
"309",2023-06-22,"XBB.1.5.59",1,6.67,6.67,"XBB.1"
"310",2023-06-22,"XBB.1.5.66",1,6.67,6.67,"XBB.1"
"311",2023-06-22,"XBB.1.9.1",1,6.67,6.67,"XBB.1"
"312",2023-06-22,"XBB.2.3",1,6.67,6.67,"XBB.2"
"313",2023-06-23,"EG.5.1",1,6.67,6.67,"EG.5"
"314",2023-06-23,"FL.3.2",1,6.67,6.67,"FL.3"
"315",2023-06-23,"FL.9",1,6.67,6.67,"FL.9"
"316",2023-06-23,"FU.2",1,6.67,6.67,"FU.2"
"317",2023-06-23,"GB.1",1,6.67,6.67,"GB.1"
"318",2023-06-23,"XBB.1.22.1",1,6.67,6.67,"XBB.1"
"319",2023-06-23,"XBB.1.5",1,6.67,6.67,"XBB.1"
"320",2023-06-23,"XBB.1.5.1",1,6.67,6.67,"XBB.1"
"321",2023-06-23,"XBB.1.5.10",1,6.67,6.67,"XBB.1"
"322",2023-06-23,"XBB.1.5.15",1,6.67,6.67,"XBB.1"
"323",2023-06-23,"XBB.1.5.49",1,6.67,6.67,"XBB.1"
"324",2023-06-23,"XBB.1.5.59",1,6.67,6.67,"XBB.1"
"325",2023-06-23,"XBB.1.5.66",1,6.67,6.67,"XBB.1"
"326",2023-06-23,"XBB.1.9.1",1,6.67,6.67,"XBB.1"
"327",2023-06-23,"XBB.2.3",1,6.67,6.67,"XBB.2"
"328",2023-06-24,"EG.5.1",1,6.67,6.53,"EG.5"
"329",2023-06-24,"FL.3.2",1,6.67,6.53,"FL.3"
"330",2023-06-24,"FL.9",1,6.67,6.53,"FL.9"
"331",2023-06-24,"FU.2",1,6.67,6.53,"FU.2"
"332",2023-06-24,"GB.1",1,6.67,6.53,"GB.1"
"333",2023-06-24,"XBB.1.22.1",1,6.67,6.53,"XBB.1"
"334",2023-06-24,"XBB.1.5",1,6.67,6.53,"XBB.1"
"335",2023-06-24,"XBB.1.5.1",1,6.67,6.53,"XBB.1"
"336",2023-06-24,"XBB.1.5.10",1,6.67,6.53,"XBB.1"
"337",2023-06-24,"XBB.1.5.15",1,6.67,6.53,"XBB.1"
"338",2023-06-24,"XBB.1.5.49",1,6.67,6.53,"XBB.1"
"339",2023-06-24,"XBB.1.5.59",1,6.67,8.61,"XBB.1"
"340",2023-06-24,"XBB.1.5.66",1,6.67,6.53,"XBB.1"
"341",2023-06-24,"XBB.1.9.1",1,6.67,6.53,"XBB.1"
"342",2023-06-24,"XBB.2.3",1,6.67,6.53,"XBB.2"
"343",2023-08-02,"FL.2",2,6.67,4.69,"FL.2"
"344",2023-08-02,"XBB.1.16.6",2,6.67,4.69,"XBB.1"
"345",2023-08-02,"XBB.1.5",2,6.67,4.69,"XBB.1"
"346",2023-08-02,"XBB.1.9.1",2,6.67,4.69,"XBB.1"
"347",2023-07-30,"FL.2",2,6.45,4.34,"FL.2"
"348",2023-08-04,"FY.3",2,6.45,4.77,"FY.3"
"349",2023-08-04,"XBB.1.5",2,6.45,4.77,"XBB.1"
"350",2023-06-13,"DV.1",1,6.25,6.27,"DV.1"
"351",2023-06-13,"EG.5.1",1,6.25,8.49,"EG.5"
"352",2023-06-13,"FL.1",1,6.25,6.27,"FL.1"
"353",2023-06-13,"XBB.1.4",1,6.25,6.27,"XBB.1"
"354",2023-06-13,"XBB.1.5.1",1,6.25,8.23,"XBB.1"
"355",2023-06-13,"XBB.1.5.10",1,6.25,6.27,"XBB.1"
"356",2023-06-13,"XBB.1.5.11",1,6.25,6.27,"XBB.1"
"357",2023-06-13,"XBB.1.5.52",1,6.25,6.27,"XBB.1"
"358",2023-06-13,"XBB.1.9.1",1,6.25,6.27,"XBB.1"
"359",2023-06-13,"XBB.2.3",1,6.25,6.27,"XBB.2"
"360",2023-06-13,"XBB.2.3.10",1,6.25,6.27,"XBB.2"
"361",2023-06-13,"XBB.2.3.2",1,6.25,6.27,"XBB.2"
"362",2023-06-25,"EG.5.1",1,6.25,6.27,"EG.5"
"363",2023-06-25,"FL.3.2",1,6.25,NA,"FL.3"
"364",2023-06-25,"FL.9",1,6.25,NA,"FL.9"
"365",2023-06-25,"FU.2",1,6.25,5.29,"FU.2"
"366",2023-06-25,"GB.1",1,6.25,6.27,"GB.1"
"367",2023-06-25,"XBB.1.22.1",1,6.25,6.27,"XBB.1"
"368",2023-06-25,"XBB.1.5",1,6.25,6.27,"XBB.1"
"369",2023-06-25,"XBB.1.5.1",1,6.25,NA,"XBB.1"
"370",2023-06-25,"XBB.1.5.10",1,6.25,6.27,"XBB.1"
"371",2023-06-25,"XBB.1.5.15",1,6.25,NA,"XBB.1"
"372",2023-06-25,"XBB.1.5.49",1,6.25,NA,"XBB.1"
"373",2023-06-25,"XBB.1.5.66",1,6.25,NA,"XBB.1"
"374",2023-06-25,"XBB.1.9.1",1,6.25,6.27,"XBB.1"
"375",2023-06-25,"XBB.2.3",1,6.25,6.27,"XBB.2"
"376",2023-07-26,"EG.5.1",2,6.06,4.24,"EG.5"
"377",2023-07-26,"FL.1",2,6.06,4.24,"FL.1"
"378",2023-07-26,"XBB.1.22.1",2,6.06,4.24,"XBB.1"
"379",2023-06-12,"DV.1",1,5.88,5.38,"DV.1"
